finding_id,org_id,obligation_id,policy_id,severity,finding_type,finding_summary,recommended_fix,owner_team,status,target_date,created_at,ground_truth_compliance_label
FND-000290,ORG-0001,OBL-000298,POL-000003,Medium,Policy Gap,Policy Gap: Operational Resilience obligation is partially covered with coverage score 56.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Compliance,Resolved,2026-07-21,2026-07-05T12:55:00,Partially Compliant
FND-000291,ORG-0005,OBL-000632,POL-000046,High,Expired Policy,Expired Policy: Data Privacy obligation is partially covered with coverage score 51.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Audit,Resolved,2025-12-22,2026-07-02T15:07:00,Partially Compliant
FND-000292,ORG-0016,OBL-000140,POL-000159,Medium,Control Operating Gap,Control Operating Gap: KYC/AML obligation is partially covered with coverage score 74.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",IT,Resolved,2026-08-21,2025-07-30T11:01:00,Partially Compliant
FND-000293,ORG-0019,OBL-000756,POL-000186,High,Expired Policy,Expired Policy: Operational Resilience obligation is fully covered with coverage score 98.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Audit,Resolved,2026-03-23,2026-06-14T18:46:00,Compliant
FND-000294,ORG-0022,OBL-000317,POL-000223,Critical,Review Delay,Review Delay: Audit & Reporting obligation is needs human review with coverage score 40.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Operations,Open,2026-01-31,2026-04-03T15:51:00,Non-Compliant
FND-000295,ORG-0016,OBL-000002,POL-000160,Medium,Unmapped Obligation,Unmapped Obligation: Capital Adequacy obligation is fully covered with coverage score 97.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Data Governance,Resolved,2025-12-10,2025-10-12T17:40:00,Compliant
FND-000296,ORG-0021,OBL-000046,POL-000210,Medium,Expired Policy,Expired Policy: Disclosure obligation is needs human review with coverage score 66.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Operations,In Progress,2025-12-06,2025-10-09T13:17:00,Partially Compliant
FND-000297,ORG-0003,OBL-000450,POL-000031,High,Evidence Gap,Evidence Gap: Capital Adequacy obligation is partially covered with coverage score 47.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Trading Desk,Resolved,2026-01-25,2025-09-19T19:36:00,Partially Compliant
FND-000298,ORG-0009,OBL-000114,POL-000090,Medium,Unmapped Obligation,Unmapped Obligation: Data Privacy obligation is not covered with coverage score 3.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Compliance,Resolved,2026-04-18,2026-04-12T16:40:00,Non-Compliant
FND-000299,ORG-0025,OBL-000006,POL-000251,High,Unmapped Obligation,Unmapped Obligation: Trading Risk obligation is partially covered with coverage score 53.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",IT,Open,2026-09-04,2026-03-16T19:23:00,Partially Compliant
FND-000300,ORG-0006,OBL-000222,POL-000060,Medium,Review Delay,Review Delay: Cybersecurity obligation is not covered with coverage score 42.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Trading Desk,Open,2026-03-01,2026-05-28T17:08:00,Non-Compliant
FND-000301,ORG-0019,OBL-000545,POL-000190,High,Control Operating Gap,Control Operating Gap: Cybersecurity obligation is not covered with coverage score 33.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",IT,Open,2026-02-12,2026-03-28T11:56:00,Non-Compliant
FND-000302,ORG-0012,OBL-000012,POL-000121,High,Unmapped Obligation,Unmapped Obligation: Capital Adequacy obligation is partially covered with coverage score 67.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Audit,Resolved,2026-06-21,2025-10-19T17:06:00,Partially Compliant
FND-000303,ORG-0009,OBL-000743,POL-000089,Medium,Policy Gap,Policy Gap: Operational Resilience obligation is partially covered with coverage score 51.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Security,Risk Accepted,2026-07-24,2026-04-17T14:58:00,Partially Compliant
FND-000304,ORG-0005,OBL-000023,POL-000049,Medium,Policy Gap,Policy Gap: Customer Protection obligation is partially covered with coverage score 59.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Finance,In Progress,2026-04-11,2026-04-09T14:30:00,Partially Compliant
FND-000305,ORG-0018,OBL-000356,POL-000179,Critical,Unmapped Obligation,Unmapped Obligation: KYC/AML obligation is partially covered with coverage score 72.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Finance,Resolved,2026-04-11,2025-11-20T12:37:00,Partially Compliant
FND-000306,ORG-0005,OBL-000362,POL-000051,Medium,Policy Gap,Policy Gap: Audit & Reporting obligation is not covered with coverage score 37.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Compliance,Open,2026-04-14,2026-06-11T10:28:00,Non-Compliant
FND-000307,ORG-0003,OBL-000419,POL-000032,High,Evidence Gap,Evidence Gap: Audit & Reporting obligation is needs human review with coverage score 21.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Data Governance,Open,2026-07-24,2025-10-29T08:47:00,Non-Compliant
FND-000308,ORG-0012,OBL-000578,POL-000117,Low,Control Operating Gap,Control Operating Gap: Outsourcing obligation is needs human review with coverage score 59.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Legal,Open,2026-05-04,2025-10-01T11:01:00,Partially Compliant
FND-000309,ORG-0029,OBL-000481,POL-000298,High,Control Operating Gap,Control Operating Gap: Liquidity Risk obligation is partially covered with coverage score 72.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Legal,In Progress,2026-06-09,2025-09-23T09:43:00,Partially Compliant
FND-000310,ORG-0023,OBL-000424,POL-000230,Critical,Control Operating Gap,Control Operating Gap: Incident Management obligation is partially covered with coverage score 65.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Legal,Open,2026-01-31,2026-06-27T12:14:00,Partially Compliant
FND-000311,ORG-0028,OBL-000734,POL-000283,Low,Control Operating Gap,Control Operating Gap: Trading Risk obligation is fully covered with coverage score 84.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Trading Desk,In Progress,2026-06-06,2026-04-28T15:08:00,Compliant
FND-000312,ORG-0026,OBL-000014,POL-000267,High,Review Delay,Review Delay: Capital Adequacy obligation is needs human review with coverage score 63.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Security,In Progress,2026-05-30,2025-10-08T19:59:00,Partially Compliant
FND-000313,ORG-0023,OBL-000325,POL-000226,High,Unmapped Obligation,Unmapped Obligation: Data Privacy obligation is partially covered with coverage score 69.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Trading Desk,Open,2026-01-01,2026-05-14T14:50:00,Partially Compliant
FND-000314,ORG-0007,OBL-000621,POL-000068,High,Control Operating Gap,Control Operating Gap: Operational Resilience obligation is not covered with coverage score 3.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Audit,In Progress,2026-01-18,2026-02-07T19:18:00,Non-Compliant
FND-000315,ORG-0029,OBL-000666,POL-000300,High,Control Operating Gap,Control Operating Gap: Data Privacy obligation is partially covered with coverage score 78.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Legal,In Progress,2026-01-17,2026-03-15T15:48:00,Partially Compliant
FND-000316,ORG-0023,OBL-000540,POL-000237,High,Control Design Gap,Control Design Gap: Trading Risk obligation is partially covered with coverage score 67.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Operations,Resolved,2025-12-02,2026-04-08T09:05:00,Partially Compliant
FND-000317,ORG-0014,OBL-000555,POL-000143,High,Policy Gap,Policy Gap: Customer Protection obligation is not covered with coverage score 2.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Compliance,In Progress,2026-07-30,2026-04-06T11:56:00,Non-Compliant
FND-000318,ORG-0024,OBL-000645,POL-000242,Medium,Evidence Gap,Evidence Gap: Data Privacy obligation is fully covered with coverage score 92.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Finance,Open,2026-04-08,2025-08-09T17:34:00,Compliant
FND-000319,ORG-0029,OBL-000675,POL-000296,Medium,Unmapped Obligation,Unmapped Obligation: Cybersecurity obligation is partially covered with coverage score 80.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Compliance,Open,2026-03-04,2025-10-07T13:03:00,Partially Compliant
FND-000320,ORG-0017,OBL-000743,POL-000175,Low,Evidence Gap,Evidence Gap: Operational Resilience obligation is partially covered with coverage score 46.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Operations,In Progress,2026-02-15,2025-09-24T15:55:00,Partially Compliant
FND-000321,ORG-0007,OBL-000325,POL-000071,Medium,Control Design Gap,Control Design Gap: Data Privacy obligation is partially covered with coverage score 60.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Data Governance,Open,2026-05-29,2025-11-26T12:58:00,Partially Compliant
FND-000322,ORG-0013,OBL-000390,POL-000135,Medium,Evidence Gap,Evidence Gap: Cybersecurity obligation is needs human review with coverage score 67.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Trading Desk,In Progress,2026-08-11,2026-07-02T17:53:00,Partially Compliant
FND-000323,ORG-0013,OBL-000275,POL-000125,Medium,Control Design Gap,Control Design Gap: Incident Management obligation is needs human review with coverage score 32.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Trading Desk,Resolved,2026-07-24,2025-08-11T15:19:00,Non-Compliant
FND-000324,ORG-0023,OBL-000531,POL-000226,Low,Control Operating Gap,Control Operating Gap: Liquidity Risk obligation is fully covered with coverage score 96.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Audit,Resolved,2026-04-13,2025-09-06T08:43:00,Compliant
FND-000325,ORG-0003,OBL-000022,POL-000021,High,Policy Gap,Policy Gap: Audit & Reporting obligation is partially covered with coverage score 78.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Operations,In Progress,2026-08-30,2025-09-26T11:28:00,Partially Compliant
FND-000326,ORG-0006,OBL-000291,POL-000056,Low,Unmapped Obligation,Unmapped Obligation: Data Privacy obligation is fully covered with coverage score 94.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Audit,Resolved,2026-03-15,2025-07-19T16:31:00,Compliant
FND-000327,ORG-0027,OBL-000459,POL-000278,Medium,Expired Policy,Expired Policy: Incident Management obligation is needs human review with coverage score 33.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Trading Desk,In Progress,2026-01-05,2025-10-02T16:04:00,Non-Compliant
FND-000328,ORG-0027,OBL-000601,POL-000277,Low,Evidence Gap,Evidence Gap: Operational Resilience obligation is needs human review with coverage score 58.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Finance,Open,2026-01-27,2026-01-07T14:30:00,Partially Compliant
FND-000329,ORG-0015,OBL-000189,POL-000157,Low,Evidence Gap,Evidence Gap: Capital Adequacy obligation is partially covered with coverage score 77.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Finance,Open,2026-05-16,2025-08-25T17:12:00,Partially Compliant
FND-000330,ORG-0029,OBL-000730,POL-000294,Medium,Expired Policy,Expired Policy: Disclosure obligation is fully covered with coverage score 94.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Security,Open,2026-08-07,2026-06-13T10:51:00,Compliant
FND-000331,ORG-0020,OBL-000637,POL-000196,Low,Policy Gap,Policy Gap: Disclosure obligation is fully covered with coverage score 93.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Risk,Resolved,2026-05-31,2026-06-25T10:03:00,Compliant
FND-000332,ORG-0008,OBL-000704,POL-000074,Low,Evidence Gap,Evidence Gap: Incident Management obligation is partially covered with coverage score 69.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Legal,Open,2026-01-05,2026-04-06T10:32:00,Partially Compliant
FND-000333,ORG-0011,OBL-000365,POL-000106,High,Policy Gap,Policy Gap: Operational Resilience obligation is not covered with coverage score 12.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Legal,Open,2026-06-22,2026-06-06T14:27:00,Non-Compliant
FND-000334,ORG-0026,OBL-000559,POL-000269,High,Unmapped Obligation,Unmapped Obligation: Cybersecurity obligation is not covered with coverage score 14.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Trading Desk,In Progress,2025-12-14,2025-10-10T09:31:00,Non-Compliant
FND-000335,ORG-0011,OBL-000329,POL-000111,High,Policy Gap,Policy Gap: KYC/AML obligation is partially covered with coverage score 74.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Audit,In Progress,2026-08-01,2025-12-30T09:13:00,Partially Compliant
FND-000336,ORG-0004,OBL-000491,POL-000038,Medium,Unmapped Obligation,Unmapped Obligation: Data Privacy obligation is not covered with coverage score 17.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",IT,Risk Accepted,2026-04-12,2026-04-01T09:19:00,Non-Compliant
FND-000337,ORG-0016,OBL-000470,POL-000162,High,Policy Gap,Policy Gap: Capital Adequacy obligation is needs human review with coverage score 39.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Audit,Resolved,2026-08-11,2026-04-18T17:54:00,Non-Compliant
FND-000338,ORG-0030,OBL-000281,POL-000305,Low,Control Design Gap,Control Design Gap: Liquidity Risk obligation is fully covered with coverage score 96.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Data Governance,Open,2026-02-17,2025-07-05T16:46:00,Compliant
FND-000339,ORG-0004,OBL-000337,POL-000040,Critical,Review Delay,Review Delay: Customer Protection obligation is partially covered with coverage score 66.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Finance,Open,2026-08-20,2025-12-23T09:58:00,Partially Compliant
FND-000340,ORG-0027,OBL-000178,POL-000273,Medium,Policy Gap,Policy Gap: Capital Adequacy obligation is not covered with coverage score 26.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Data Governance,Risk Accepted,2026-09-03,2025-11-29T18:22:00,Non-Compliant
FND-000341,ORG-0001,OBL-000714,POL-000009,High,Expired Policy,Expired Policy: Disclosure obligation is not covered with coverage score 2.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Operations,In Progress,2025-12-28,2025-08-23T08:53:00,Non-Compliant
FND-000342,ORG-0029,OBL-000558,POL-000300,Low,Unmapped Obligation,Unmapped Obligation: Customer Protection obligation is fully covered with coverage score 82.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Audit,In Progress,2026-02-23,2025-09-13T13:30:00,Compliant
FND-000343,ORG-0024,OBL-000280,POL-000240,High,Unmapped Obligation,Unmapped Obligation: Liquidity Risk obligation is partially covered with coverage score 64.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Data Governance,Open,2026-02-28,2025-12-23T17:15:00,Partially Compliant
FND-000344,ORG-0028,OBL-000726,POL-000290,Medium,Unmapped Obligation,Unmapped Obligation: Audit & Reporting obligation is fully covered with coverage score 92.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Legal,Resolved,2026-03-05,2026-03-04T10:23:00,Compliant
FND-000345,ORG-0003,OBL-000207,POL-000030,Medium,Control Design Gap,Control Design Gap: Customer Protection obligation is partially covered with coverage score 78.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Audit,Resolved,2026-05-11,2026-05-20T08:15:00,Partially Compliant
FND-000346,ORG-0025,OBL-000742,POL-000251,High,Control Operating Gap,Control Operating Gap: KYC/AML obligation is partially covered with coverage score 64.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Audit,Open,2026-02-06,2025-12-20T12:50:00,Partially Compliant
FND-000347,ORG-0028,OBL-000356,POL-000285,Medium,Control Operating Gap,Control Operating Gap: KYC/AML obligation is not covered with coverage score 11.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",Legal,Open,2026-06-11,2026-02-15T18:31:00,Non-Compliant
FND-000348,ORG-0025,OBL-000741,POL-000251,Medium,Control Operating Gap,Control Operating Gap: KYC/AML obligation is partially covered with coverage score 67.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Data Governance,Resolved,2026-06-27,2025-10-15T16:00:00,Partially Compliant
FND-000349,ORG-0028,OBL-000166,POL-000290,Medium,Expired Policy,Expired Policy: Incident Management obligation is partially covered with coverage score 53.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",Trading Desk,In Progress,2026-05-03,2025-07-10T17:44:00,Partially Compliant
FND-000350,ORG-0027,OBL-000066,POL-000279,High,Policy Gap,Policy Gap: Incident Management obligation is partially covered with coverage score 46.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Trading Desk,Open,2026-02-08,2025-09-28T17:46:00,Partially Compliant
FND-000351,ORG-0009,OBL-000757,POL-000086,Low,Control Operating Gap,Control Operating Gap: Operational Resilience obligation is partially covered with coverage score 76.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Security,In Progress,2026-03-22,2026-01-24T09:18:00,Partially Compliant
FND-000352,ORG-0024,OBL-000529,POL-000246,Low,Policy Gap,Policy Gap: Incident Management obligation is fully covered with coverage score 88.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Legal,In Progress,2026-06-04,2026-01-15T13:01:00,Compliant
FND-000353,ORG-0021,OBL-000692,POL-000210,High,Control Design Gap,Control Design Gap: KYC/AML obligation is needs human review with coverage score 66.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",IT,Open,2026-05-03,2025-08-09T18:17:00,Partially Compliant
FND-000354,ORG-0030,OBL-000399,POL-000308,High,Review Delay,Review Delay: Disclosure obligation is not covered with coverage score 20.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Operations,Resolved,2026-06-24,2025-07-21T19:08:00,Non-Compliant
FND-000355,ORG-0015,OBL-000399,POL-000153,Low,Review Delay,Review Delay: Disclosure obligation is partially covered with coverage score 67.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Operations,Risk Accepted,2026-01-02,2025-08-14T18:31:00,Partially Compliant
FND-000356,ORG-0015,OBL-000716,POL-000153,High,Review Delay,Review Delay: Disclosure obligation is partially covered with coverage score 47.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Finance,Open,2026-04-04,2026-04-06T19:02:00,Partially Compliant
FND-000357,ORG-0014,OBL-000289,POL-000142,Critical,Control Operating Gap,Control Operating Gap: Data Privacy obligation is partially covered with coverage score 53.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Compliance,In Progress,2026-04-14,2025-10-29T13:42:00,Partially Compliant
FND-000358,ORG-0026,OBL-000668,POL-000268,High,Control Operating Gap,Control Operating Gap: Liquidity Risk obligation is partially covered with coverage score 47.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Data Governance,In Progress,2026-01-11,2026-02-13T10:27:00,Partially Compliant
FND-000359,ORG-0014,OBL-000684,POL-000144,Low,Policy Gap,Policy Gap: KYC/AML obligation is fully covered with coverage score 82.,"Update policy clause, assign owner, and add evidence workflow for: monitor threshold breaches and escalate unresolved cases.",IT,In Progress,2026-04-14,2025-12-18T14:12:00,Compliant
FND-000360,ORG-0004,OBL-000751,POL-000037,Low,Control Design Gap,Control Design Gap: Audit & Reporting obligation is fully covered with coverage score 86.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Trading Desk,In Progress,2026-06-22,2025-08-26T10:26:00,Compliant
FND-000361,ORG-0028,OBL-000272,POL-000285,Medium,Review Delay,Review Delay: Cybersecurity obligation is partially covered with coverage score 50.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",IT,Resolved,2026-08-07,2026-01-04T13:32:00,Partially Compliant
FND-000362,ORG-0018,OBL-000702,POL-000181,Low,Control Operating Gap,Control Operating Gap: Data Privacy obligation is fully covered with coverage score 84.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Audit,In Progress,2026-08-02,2026-04-05T16:53:00,Compliant
FND-000363,ORG-0005,OBL-000031,POL-000051,High,Review Delay,Review Delay: Data Privacy obligation is partially covered with coverage score 63.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Compliance,In Progress,2026-05-18,2025-08-12T09:36:00,Partially Compliant
FND-000364,ORG-0016,OBL-000054,POL-000168,Medium,Expired Policy,Expired Policy: Disclosure obligation is partially covered with coverage score 81.,"Update policy clause, assign owner, and add evidence workflow for: submit a compliance confirmation report to management.",IT,In Progress,2026-04-26,2026-05-29T12:45:00,Partially Compliant
FND-000365,ORG-0018,OBL-000029,POL-000179,Medium,Expired Policy,Expired Policy: Capital Adequacy obligation is partially covered with coverage score 79.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Legal,Open,2026-07-20,2026-03-21T13:18:00,Partially Compliant
FND-000366,ORG-0018,OBL-000465,POL-000181,Medium,Control Operating Gap,Control Operating Gap: Disclosure obligation is not covered with coverage score 18.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Trading Desk,Open,2025-12-21,2026-03-27T18:50:00,Non-Compliant
FND-000367,ORG-0018,OBL-000273,POL-000185,Medium,Unmapped Obligation,Unmapped Obligation: Cybersecurity obligation is partially covered with coverage score 72.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",IT,In Progress,2026-05-09,2026-04-06T13:55:00,Partially Compliant
FND-000368,ORG-0029,OBL-000413,POL-000301,High,Unmapped Obligation,Unmapped Obligation: Operational Resilience obligation is needs human review with coverage score 22.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Operations,Risk Accepted,2026-07-27,2026-06-30T13:19:00,Non-Compliant
FND-000369,ORG-0020,OBL-000434,POL-000202,Critical,Unmapped Obligation,Unmapped Obligation: Customer Protection obligation is partially covered with coverage score 50.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Data Governance,In Progress,2026-02-15,2026-03-03T15:03:00,Partially Compliant
FND-000370,ORG-0009,OBL-000587,POL-000087,High,Unmapped Obligation,Unmapped Obligation: Liquidity Risk obligation is partially covered with coverage score 58.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Data Governance,Resolved,2026-06-15,2025-09-24T14:25:00,Partially Compliant
FND-000371,ORG-0002,OBL-000342,POL-000016,Low,Review Delay,Review Delay: Audit & Reporting obligation is fully covered with coverage score 92.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Risk,In Progress,2026-06-07,2025-09-06T15:51:00,Compliant
FND-000372,ORG-0024,OBL-000267,POL-000245,High,Policy Gap,Policy Gap: Operational Resilience obligation is not covered with coverage score 30.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Compliance,In Progress,2026-04-10,2026-01-23T11:52:00,Non-Compliant
FND-000373,ORG-0005,OBL-000324,POL-000048,Low,Unmapped Obligation,Unmapped Obligation: Operational Resilience obligation is partially covered with coverage score 59.,"Update policy clause, assign owner, and add evidence workflow for: review customer or transaction risk indicators.",Security,Risk Accepted,2026-06-28,2025-07-24T14:43:00,Partially Compliant
FND-000374,ORG-0008,OBL-000381,POL-000081,Medium,Expired Policy,Expired Policy: Liquidity Risk obligation is partially covered with coverage score 54.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Operations,Resolved,2026-04-02,2026-03-09T13:21:00,Partially Compliant
FND-000375,ORG-0020,OBL-000523,POL-000196,High,Review Delay,Review Delay: Customer Protection obligation is partially covered with coverage score 47.,"Update policy clause, assign owner, and add evidence workflow for: perform periodic control testing and document exceptions.",Operations,In Progress,2026-03-14,2025-10-27T11:41:00,Partially Compliant
FND-000376,ORG-0027,OBL-000005,POL-000280,High,Control Design Gap,Control Design Gap: Trading Risk obligation is partially covered with coverage score 46.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Security,In Progress,2026-02-23,2026-03-17T18:11:00,Partially Compliant
FND-000377,ORG-0017,OBL-000754,POL-000175,High,Expired Policy,Expired Policy: Operational Resilience obligation is partially covered with coverage score 65.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Finance,In Progress,2026-05-14,2025-10-18T12:31:00,Partially Compliant
FND-000378,ORG-0010,OBL-000040,POL-000093,Medium,Policy Gap,Policy Gap: Liquidity Risk obligation is fully covered with coverage score 95.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Audit,Open,2026-02-16,2026-04-04T09:00:00,Compliant
FND-000379,ORG-0022,OBL-000647,POL-000221,Low,Evidence Gap,Evidence Gap: Data Privacy obligation is not covered with coverage score 8.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Legal,Resolved,2026-06-23,2026-01-29T09:29:00,Non-Compliant
FND-000380,ORG-0006,OBL-000751,POL-000053,Medium,Unmapped Obligation,Unmapped Obligation: Audit & Reporting obligation is not covered with coverage score 42.,"Update policy clause, assign owner, and add evidence workflow for: notify stakeholders when material incidents occur.",Audit,Risk Accepted,2026-01-05,2026-01-20T10:31:00,Non-Compliant
FND-000381,ORG-0008,OBL-000266,POL-000079,Low,Evidence Gap,Evidence Gap: Operational Resilience obligation is fully covered with coverage score 84.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Audit,Resolved,2026-02-21,2026-01-01T08:48:00,Compliant
FND-000382,ORG-0017,OBL-000114,POL-000174,Low,Evidence Gap,Evidence Gap: Data Privacy obligation is not covered with coverage score 29.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Audit,Open,2026-03-14,2026-01-08T11:29:00,Non-Compliant
FND-000383,ORG-0023,OBL-000532,POL-000226,High,Policy Gap,Policy Gap: Liquidity Risk obligation is fully covered with coverage score 98.,"Update policy clause, assign owner, and add evidence workflow for: update the internal policy and maintain approval evidence.",Audit,In Progress,2026-06-21,2026-01-21T09:24:00,Compliant
FND-000384,ORG-0021,OBL-000009,POL-000211,Medium,Evidence Gap,Evidence Gap: Audit & Reporting obligation is not covered with coverage score 5.,"Update policy clause, assign owner, and add evidence workflow for: validate system calculations against approved methodology.",Audit,Resolved,2026-03-08,2025-10-20T16:01:00,Non-Compliant
FND-000385,ORG-0017,OBL-000199,POL-000171,Low,Unmapped Obligation,Unmapped Obligation: Incident Management obligation is partially covered with coverage score 50.,"Update policy clause, assign owner, and add evidence workflow for: retain supporting records for audit and supervisory review.",Compliance,Resolved,2026-07-31,2026-06-18T08:07:00,Partially Compliant
