control_id,org_id,control_name,control_description,control_owner_team,control_owner_role,control_frequency,automation_level,linked_policy_id,linked_obligation_id,control_effectiveness_score,last_tested_at,test_result
CTL-000773,ORG-0027,Operational Resilience Escalation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Audit sample.,Operations,Security Officer,Weekly,Manual,POL-000278,OBL-000602,21,2025-10-27,Fail
CTL-000774,ORG-0011,Trading Risk Approval Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Policy document.,Compliance,Policy Owner,Daily,Manual,POL-000111,OBL-000083,90,2026-03-12,Pass
CTL-000775,ORG-0020,Customer Protection Monitoring Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Transaction report.,Audit,Data Protection Officer,Monthly,Semi-automated,POL-000202,OBL-000555,100,2025-04-06,Pass
CTL-000776,ORG-0006,Data Privacy Approval Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Policy document.,Legal,Compliance Officer,Event-based,Semi-automated,POL-000061,OBL-000490,100,2025-03-24,Pass
CTL-000777,ORG-0022,KYC/AML Monitoring Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Training log.,Finance,Admin,Event-based,Semi-automated,POL-000222,OBL-000593,100,2026-04-22,Pass
CTL-000778,ORG-0012,KYC/AML Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Audit sample.,Security,Auditor,Annual,Manual,POL-000117,OBL-000139,60,2025-03-11,Pass with Exceptions
CTL-000779,ORG-0016,Cybersecurity Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Transaction report.,Legal,Auditor,Monthly,Semi-automated,POL-000167,OBL-000536,100,2026-06-04,Pass
CTL-000780,ORG-0019,Incident Management Monitoring Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Risk assessment.,Audit,Admin,Event-based,Semi-automated,POL-000187,OBL-000200,78,2026-02-18,Pass
CTL-000781,ORG-0013,Customer Protection Monitoring Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Vendor attestation.,Compliance,Auditor,Half-yearly,Manual,POL-000126,OBL-000648,100,2025-11-12,Pass
CTL-000782,ORG-0020,Customer Protection Monitoring Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Audit sample.,Legal,Policy Owner,Event-based,Manual,POL-000199,OBL-000433,33,2026-04-02,Fail
CTL-000783,ORG-0001,Disclosure Attestation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Data retention proof.,Risk,Security Officer,Monthly,Automated,POL-000010,OBL-000401,100,2025-11-02,Pass
CTL-000784,ORG-0030,Audit & Reporting Escalation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Access review.,IT,Compliance Officer,Quarterly,Manual,POL-000309,OBL-000119,88,2024-11-07,Pass
CTL-000785,ORG-0005,Cybersecurity Reconciliation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for System report.,Audit,Security Officer,One-time,Automated,POL-000050,OBL-000390,59,2026-04-16,Pass with Exceptions
CTL-000786,ORG-0011,Incident Management Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Board minutes.,Audit,Compliance Officer,Annual,Semi-automated,POL-000107,OBL-000611,94,2026-02-07,Pass
CTL-000787,ORG-0006,Customer Protection Approval Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Incident record.,IT,Data Protection Officer,Weekly,Semi-automated,POL-000054,OBL-000432,87,2025-01-30,Pass
CTL-000788,ORG-0024,Data Privacy Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Incident record.,Risk,Admin,Weekly,Semi-automated,POL-000242,OBL-000645,96,2026-01-08,Pass
CTL-000789,ORG-0015,Operational Resilience Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for System report.,Risk,ML Reviewer,One-time,Semi-automated,POL-000152,OBL-000299,60,2025-01-26,Pass with Exceptions
CTL-000790,ORG-0028,Disclosure Monitoring Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for System report.,Security,ML Reviewer,Daily,Semi-automated,POL-000290,OBL-000494,76,2025-09-09,Pass
CTL-000791,ORG-0003,Data Privacy Reconciliation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Audit sample.,Operations,Security Officer,One-time,Manual,POL-000031,OBL-000628,56,2025-02-09,Pass with Exceptions
CTL-000792,ORG-0010,Data Privacy Approval Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Data retention proof.,Compliance,Admin,Weekly,Semi-automated,POL-000096,OBL-000667,89,2025-07-01,Pass
CTL-000793,ORG-0027,Cybersecurity Approval Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Transaction report.,Legal,Auditor,Half-yearly,Semi-automated,POL-000273,OBL-000447,53,2025-12-25,Pass with Exceptions
CTL-000794,ORG-0004,Outsourcing Attestation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Vendor attestation.,IT,Admin,Quarterly,Manual,POL-000043,OBL-000318,65,2025-10-06,Pass with Exceptions
CTL-000795,ORG-0013,Operational Resilience Review Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for System report.,IT,Auditor,Half-yearly,Semi-automated,POL-000133,OBL-000320,98,2025-10-18,Pass
CTL-000796,ORG-0008,Disclosure Escalation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for System report.,Operations,Legal Reviewer,Half-yearly,Semi-automated,POL-000083,OBL-000713,95,2026-01-15,Pass
CTL-000797,ORG-0002,Data Privacy Monitoring Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Transaction report.,Data Governance,Risk Manager,Half-yearly,Semi-automated,POL-000016,OBL-000627,96,2026-04-05,Pass
CTL-000798,ORG-0017,Audit & Reporting Monitoring Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Access review.,Operations,Compliance Officer,Daily,Manual,POL-000169,OBL-000192,67,2025-01-28,Pass with Exceptions
CTL-000799,ORG-0029,Customer Protection Escalation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Data retention proof.,Legal,Policy Owner,Event-based,Semi-automated,POL-000300,OBL-000497,68,2026-02-17,Pass with Exceptions
CTL-000800,ORG-0028,Trading Risk Reconciliation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Board minutes.,Trading Desk,Security Officer,Quarterly,Manual,POL-000282,OBL-000155,70,2025-04-16,Pass with Exceptions
CTL-000801,ORG-0007,Cybersecurity Escalation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for System report.,IT,Security Officer,Quarterly,Semi-automated,POL-000067,OBL-000719,68,2026-02-11,Pass with Exceptions
CTL-000802,ORG-0025,Audit & Reporting Escalation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Access review.,Security,Policy Owner,Quarterly,Manual,POL-000251,OBL-000316,80,2025-05-24,Pass
CTL-000803,ORG-0030,Disclosure Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Access review.,Data Governance,Data Protection Officer,Annual,Manual,POL-000307,OBL-000103,96,2025-06-02,Pass
CTL-000804,ORG-0001,Audit & Reporting Reconciliation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Risk assessment.,Compliance,Security Officer,Event-based,Manual,POL-000004,OBL-000724,87,2025-02-02,Pass
CTL-000805,ORG-0026,Capital Adequacy Review Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Risk assessment.,Finance,Admin,Event-based,Manual,POL-000267,OBL-000462,88,2026-05-11,Pass
CTL-000806,ORG-0024,Liquidity Risk Reconciliation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Policy document.,Operations,Security Officer,Half-yearly,Semi-automated,POL-000247,OBL-000281,84,2024-11-19,Pass
CTL-000807,ORG-0001,Incident Management Monitoring Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Board minutes.,Legal,Policy Owner,Monthly,Semi-automated,POL-000007,OBL-000422,95,2025-09-03,Pass
CTL-000808,ORG-0023,Cybersecurity Attestation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Risk assessment.,Risk,Admin,Half-yearly,Semi-automated,POL-000232,OBL-000162,98,2025-05-17,Pass
CTL-000809,ORG-0014,Audit & Reporting Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Risk assessment.,Legal,Operations Lead,Weekly,Semi-automated,POL-000141,OBL-000161,96,2025-08-09,Pass
CTL-000810,ORG-0025,KYC/AML Reconciliation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Data retention proof.,Security,Security Officer,Quarterly,Semi-automated,POL-000251,OBL-000741,57,2024-11-19,Pass with Exceptions
CTL-000811,ORG-0016,Data Privacy Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for System report.,Audit,Risk Manager,Event-based,Automated,POL-000168,OBL-000094,91,2025-08-22,Pass
CTL-000812,ORG-0013,Incident Management Escalation Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Audit sample.,IT,ML Reviewer,Monthly,Manual,POL-000133,OBL-000612,63,2025-08-15,Pass with Exceptions
CTL-000813,ORG-0026,Disclosure Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for System report.,Security,Auditor,One-time,Semi-automated,POL-000269,OBL-000056,93,2025-12-29,Pass
CTL-000814,ORG-0020,Data Privacy Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Audit sample.,Risk,Legal Reviewer,Monthly,Manual,POL-000195,OBL-000290,62,2026-03-16,Pass with Exceptions
CTL-000815,ORG-0012,Capital Adequacy Escalation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Vendor attestation.,Compliance,Auditor,Half-yearly,Semi-automated,POL-000122,OBL-000015,90,2026-05-12,Pass
CTL-000816,ORG-0023,Incident Management Escalation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Vendor attestation.,Trading Desk,Operations Lead,Quarterly,Manual,POL-000230,OBL-000424,53,2026-06-05,Pass with Exceptions
CTL-000817,ORG-0013,KYC/AML Escalation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Training log.,Operations,Operations Lead,Event-based,Semi-automated,POL-000130,OBL-000329,44,2025-10-15,Fail
CTL-000818,ORG-0019,Cybersecurity Attestation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for System report.,Operations,Auditor,Event-based,Semi-automated,POL-000186,OBL-000544,77,2025-09-02,Pass
CTL-000819,ORG-0012,Cybersecurity Reconciliation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Policy document.,Finance,Risk Manager,Event-based,Semi-automated,POL-000121,OBL-000559,100,2026-05-02,Pass
CTL-000820,ORG-0028,Trading Risk Monitoring Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Policy document.,Risk,Data Protection Officer,Annual,Manual,POL-000288,OBL-000241,86,2025-07-24,Pass
CTL-000821,ORG-0024,Audit & Reporting Review Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Access review.,Operations,Admin,Monthly,Automated,POL-000247,OBL-000723,100,2026-03-31,Pass
CTL-000822,ORG-0015,Trading Risk Attestation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Vendor attestation.,Security,Auditor,Monthly,Semi-automated,POL-000150,OBL-000453,55,2025-12-05,Pass with Exceptions
CTL-000823,ORG-0019,Incident Management Escalation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Access review.,Legal,Operations Lead,Half-yearly,Manual,POL-000193,OBL-000226,81,2025-06-29,Pass
CTL-000824,ORG-0021,Disclosure Attestation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Board minutes.,Compliance,Admin,One-time,Semi-automated,POL-000213,OBL-000398,69,2025-11-30,Pass with Exceptions
CTL-000825,ORG-0018,Data Privacy Reconciliation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Vendor attestation.,IT,Admin,Half-yearly,Automated,POL-000179,OBL-000349,90,2025-04-14,Pass
CTL-000826,ORG-0020,Customer Protection Monitoring Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Policy document.,Audit,Legal Reviewer,Monthly,Semi-automated,POL-000203,OBL-000397,94,2025-06-21,Pass
CTL-000827,ORG-0013,KYC/AML Approval Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Board minutes.,Operations,ML Reviewer,Daily,Semi-automated,POL-000132,OBL-000330,95,2025-09-29,Pass
CTL-000828,ORG-0005,Operational Resilience Review Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Training log.,Audit,Policy Owner,Quarterly,Automated,POL-000045,OBL-000323,28,2025-10-26,Fail
CTL-000829,ORG-0026,Disclosure Review Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Risk assessment.,Operations,Auditor,Annual,Semi-automated,POL-000266,OBL-000055,42,2024-12-31,Fail
CTL-000830,ORG-0021,KYC/AML Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Audit sample.,IT,ML Reviewer,Half-yearly,Manual,POL-000210,OBL-000692,51,2025-09-30,Pass with Exceptions
CTL-000831,ORG-0009,Incident Management Reconciliation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Access review.,Legal,Admin,Weekly,Manual,POL-000087,OBL-000225,86,2026-01-07,Pass
CTL-000832,ORG-0015,Disclosure Approval Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Data retention proof.,Security,Admin,Monthly,Automated,POL-000150,OBL-000401,83,2025-06-01,Pass
CTL-000833,ORG-0008,Capital Adequacy Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Policy document.,Audit,Legal Reviewer,Half-yearly,Semi-automated,POL-000077,OBL-000125,83,2026-02-09,Pass
CTL-000834,ORG-0005,Capital Adequacy Escalation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Incident record.,Legal,Admin,Annual,Manual,POL-000048,OBL-000573,100,2025-01-18,Pass
CTL-000835,ORG-0007,Data Privacy Review Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for System report.,Trading Desk,Policy Owner,Monthly,Manual,POL-000069,OBL-000328,68,2025-10-08,Pass with Exceptions
CTL-000836,ORG-0004,Trading Risk Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Transaction report.,IT,Admin,Quarterly,Automated,POL-000040,OBL-000185,36,2025-12-15,Fail
CTL-000837,ORG-0026,Capital Adequacy Approval Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Data retention proof.,Operations,ML Reviewer,Weekly,Semi-automated,POL-000261,OBL-000001,94,2026-03-25,Pass
CTL-000838,ORG-0017,Operational Resilience Escalation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Vendor attestation.,Risk,Admin,Event-based,Automated,POL-000175,OBL-000747,80,2024-12-11,Pass
CTL-000839,ORG-0029,Customer Protection Approval Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Access review.,Trading Desk,Risk Manager,One-time,Semi-automated,POL-000299,OBL-000396,39,2026-07-05,Fail
CTL-000840,ORG-0026,Liquidity Risk Monitoring Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Access review.,Security,Auditor,Event-based,Semi-automated,POL-000268,OBL-000668,46,2026-05-06,Fail
CTL-000841,ORG-0007,Trading Risk Escalation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Vendor attestation.,Trading Desk,Security Officer,Annual,Manual,POL-000070,OBL-000738,97,2025-06-12,Pass
CTL-000842,ORG-0027,Cybersecurity Approval Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Transaction report.,Legal,Operations Lead,One-time,Semi-automated,POL-000273,OBL-000525,100,2024-11-22,Pass
CTL-000843,ORG-0013,Data Privacy Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Vendor attestation.,Data Governance,Operations Lead,Event-based,Semi-automated,POL-000129,OBL-000031,50,2026-03-04,Pass with Exceptions
CTL-000844,ORG-0022,Trading Risk Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Training log.,Finance,Compliance Officer,Weekly,Manual,POL-000222,OBL-000467,95,2024-11-27,Pass
CTL-000845,ORG-0029,Operational Resilience Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Board minutes.,Risk,Legal Reviewer,Weekly,Automated,POL-000293,OBL-000414,77,2026-02-15,Pass
CTL-000846,ORG-0030,Capital Adequacy Attestation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Board minutes.,Data Governance,Risk Manager,Daily,Automated,POL-000311,OBL-000190,58,2026-05-22,Pass with Exceptions
CTL-000847,ORG-0002,Trading Risk Reconciliation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Risk assessment.,Audit,Risk Manager,Daily,Semi-automated,POL-000017,OBL-000541,86,2026-05-31,Pass
CTL-000848,ORG-0016,Capital Adequacy Monitoring Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for System report.,Operations,Security Officer,Weekly,Semi-automated,POL-000162,OBL-000014,80,2025-11-13,Pass
CTL-000849,ORG-0029,Liquidity Risk Approval Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Board minutes.,Risk,Operations Lead,Daily,Manual,POL-000301,OBL-000041,43,2025-02-01,Fail
CTL-000850,ORG-0016,Audit & Reporting Attestation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Data retention proof.,Data Governance,Security Officer,One-time,Semi-automated,POL-000163,OBL-000551,62,2025-01-18,Pass with Exceptions
CTL-000851,ORG-0027,Data Privacy Reconciliation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Training log.,Security,Data Protection Officer,Annual,Manual,POL-000277,OBL-000570,99,2024-11-03,Pass
CTL-000852,ORG-0012,Outsourcing Review Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Incident record.,Data Governance,Legal Reviewer,One-time,Semi-automated,POL-000118,OBL-000580,100,2025-03-27,Pass
CTL-000853,ORG-0025,Cybersecurity Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Transaction report.,Data Governance,Policy Owner,Half-yearly,Semi-automated,POL-000253,OBL-000447,44,2026-05-21,Fail
CTL-000854,ORG-0021,KYC/AML Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Training log.,Compliance,Data Protection Officer,Half-yearly,Automated,POL-000213,OBL-000691,99,2025-02-07,Pass
CTL-000855,ORG-0020,Data Privacy Review Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for System report.,Audit,Policy Owner,One-time,Automated,POL-000203,OBL-000663,100,2025-06-09,Pass
CTL-000856,ORG-0015,Incident Management Monitoring Control,Control validates that validate system calculations against approved methodology is performed and evidence is retained for Data retention proof.,Security,Risk Manager,Quarterly,Semi-automated,POL-000154,OBL-000672,88,2025-08-09,Pass
CTL-000857,ORG-0005,Operational Resilience Monitoring Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Vendor attestation.,Legal,Policy Owner,Event-based,Manual,POL-000048,OBL-000324,66,2025-07-25,Pass with Exceptions
CTL-000858,ORG-0022,KYC/AML Escalation Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Audit sample.,Compliance,Compliance Officer,Quarterly,Automated,POL-000217,OBL-000742,70,2025-06-02,Pass with Exceptions
CTL-000859,ORG-0021,Disclosure Escalation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Board minutes.,IT,Risk Manager,Event-based,Automated,POL-000210,OBL-000714,63,2026-02-21,Pass with Exceptions
CTL-000860,ORG-0015,KYC/AML Approval Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Transaction report.,Risk,ML Reviewer,Weekly,Semi-automated,POL-000147,OBL-000690,92,2025-11-25,Pass
CTL-000861,ORG-0028,Cybersecurity Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Board minutes.,Legal,Data Protection Officer,Monthly,Manual,POL-000285,OBL-000272,44,2024-11-03,Fail
CTL-000862,ORG-0002,Operational Resilience Reconciliation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Transaction report.,Compliance,Risk Manager,Monthly,Manual,POL-000013,OBL-000621,100,2025-04-30,Pass
CTL-000863,ORG-0025,Trading Risk Escalation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Access review.,Risk,Policy Owner,Quarterly,Semi-automated,POL-000259,OBL-000003,84,2025-06-19,Pass
CTL-000864,ORG-0004,Capital Adequacy Reconciliation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Incident record.,Risk,Admin,Monthly,Automated,POL-000042,OBL-000308,51,2025-11-10,Pass with Exceptions
CTL-000865,ORG-0018,Disclosure Reconciliation Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for System report.,Security,Operations Lead,One-time,Semi-automated,POL-000182,OBL-000700,67,2025-01-30,Pass with Exceptions
CTL-000866,ORG-0016,KYC/AML Review Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Vendor attestation.,Operations,Risk Manager,Quarterly,Semi-automated,POL-000160,OBL-000677,90,2024-12-15,Pass
CTL-000867,ORG-0025,Incident Management Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Transaction report.,Compliance,Risk Manager,Quarterly,Automated,POL-000252,OBL-000460,41,2025-03-10,Fail
CTL-000868,ORG-0029,Data Privacy Escalation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Data retention proof.,Risk,Admin,Quarterly,Automated,POL-000293,OBL-000664,44,2025-06-10,Fail
CTL-000869,ORG-0030,Trading Risk Review Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Risk assessment.,Security,Policy Owner,Annual,Semi-automated,POL-000314,OBL-000218,67,2026-06-16,Pass with Exceptions
CTL-000870,ORG-0014,Operational Resilience Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for System report.,Legal,Admin,Event-based,Semi-automated,POL-000139,OBL-000413,87,2025-03-14,Pass
CTL-000871,ORG-0005,Capital Adequacy Reconciliation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for Risk assessment.,Legal,Policy Owner,One-time,Manual,POL-000048,OBL-000574,30,2025-08-14,Fail
CTL-000872,ORG-0023,Disclosure Attestation Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Transaction report.,Finance,Security Officer,Weekly,Semi-automated,POL-000235,OBL-000077,85,2026-03-28,Pass
CTL-000873,ORG-0017,Capital Adequacy Review Control,Control validates that review customer or transaction risk indicators is performed and evidence is retained for Vendor attestation.,Data Governance,Admin,Half-yearly,Semi-automated,POL-000171,OBL-000583,74,2025-02-14,Pass with Exceptions
CTL-000874,ORG-0005,Trading Risk Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Incident record.,Audit,Compliance Officer,One-time,Automated,POL-000046,OBL-000359,18,2025-10-29,Fail
CTL-000875,ORG-0014,Audit & Reporting Approval Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for System report.,Operations,Policy Owner,Weekly,Manual,POL-000137,OBL-000159,79,2025-03-20,Pass
CTL-000876,ORG-0010,Disclosure Monitoring Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Audit sample.,Compliance,Security Officer,Weekly,Manual,POL-000102,OBL-000637,57,2025-03-01,Pass with Exceptions
CTL-000877,ORG-0023,Capital Adequacy Approval Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Risk assessment.,Risk,Risk Manager,Event-based,Automated,POL-000232,OBL-000450,89,2026-05-20,Pass
CTL-000878,ORG-0025,Capital Adequacy Approval Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Audit sample.,Data Governance,Legal Reviewer,Annual,Semi-automated,POL-000257,OBL-000178,71,2025-12-17,Pass with Exceptions
CTL-000879,ORG-0021,Operational Resilience Attestation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for System report.,IT,Risk Manager,One-time,Semi-automated,POL-000210,OBL-000299,69,2026-03-22,Pass with Exceptions
CTL-000880,ORG-0028,Cybersecurity Approval Control,Control validates that monitor threshold breaches and escalate unresolved cases is performed and evidence is retained for Access review.,Trading Desk,Compliance Officer,Quarterly,Automated,POL-000282,OBL-000618,87,2026-05-15,Pass
CTL-000881,ORG-0018,Operational Resilience Approval Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Access review.,Trading Desk,Security Officer,Daily,Semi-automated,POL-000183,OBL-000514,87,2025-07-23,Pass
CTL-000882,ORG-0019,Cybersecurity Attestation Control,Control validates that notify stakeholders when material incidents occur is performed and evidence is retained for System report.,Risk,Operations Lead,Annual,Manual,POL-000192,OBL-000235,57,2025-12-14,Pass with Exceptions
CTL-000883,ORG-0026,Incident Management Attestation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Transaction report.,Operations,Operations Lead,Half-yearly,Automated,POL-000266,OBL-000504,58,2026-03-24,Pass with Exceptions
CTL-000884,ORG-0001,Incident Management Reconciliation Control,Control validates that submit a compliance confirmation report to management is performed and evidence is retained for Vendor attestation.,Compliance,Policy Owner,Daily,Semi-automated,POL-000004,OBL-000530,5,2026-02-06,Fail
CTL-000885,ORG-0026,KYC/AML Approval Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Policy document.,Operations,Security Officer,Quarterly,Semi-automated,POL-000261,OBL-000367,5,2026-05-20,Fail
CTL-000886,ORG-0019,Operational Resilience Escalation Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Policy document.,Audit,Admin,Weekly,Semi-automated,POL-000187,OBL-000757,77,2025-10-18,Pass
CTL-000887,ORG-0005,Cybersecurity Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Transaction report.,Data Governance,Legal Reviewer,One-time,Manual,POL-000049,OBL-000017,68,2025-08-03,Pass with Exceptions
CTL-000888,ORG-0027,Customer Protection Approval Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Transaction report.,Security,Policy Owner,Monthly,Semi-automated,POL-000277,OBL-000417,57,2024-11-12,Pass with Exceptions
CTL-000889,ORG-0021,Audit & Reporting Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Data retention proof.,Compliance,Operations Lead,Weekly,Semi-automated,POL-000213,OBL-000007,64,2026-01-23,Pass with Exceptions
CTL-000890,ORG-0013,Outsourcing Monitoring Control,Control validates that update the internal policy and maintain approval evidence is performed and evidence is retained for Risk assessment.,IT,Operations Lead,Daily,Automated,POL-000133,OBL-000257,100,2026-04-26,Pass
CTL-000891,ORG-0020,KYC/AML Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for System report.,Audit,Security Officer,Monthly,Semi-automated,POL-000202,OBL-000435,87,2026-07-08,Pass
CTL-000892,ORG-0008,Trading Risk Attestation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Board minutes.,IT,Operations Lead,One-time,Manual,POL-000079,OBL-000452,52,2025-02-02,Pass with Exceptions
CTL-000893,ORG-0001,Capital Adequacy Approval Control,Control validates that retain supporting records for audit and supervisory review is performed and evidence is retained for Board minutes.,Legal,Data Protection Officer,Quarterly,Manual,POL-000007,OBL-000191,25,2025-12-11,Fail
CTL-000894,ORG-0025,Data Privacy Reconciliation Control,Control validates that perform periodic control testing and document exceptions is performed and evidence is retained for Board minutes.,Legal,Legal Reviewer,Half-yearly,Semi-automated,POL-000260,OBL-000571,68,2025-11-15,Pass with Exceptions
