obligation_id,circular_id,regulator_code,sector,category,obligation_type,obligation_text,accountable_actor,action_required,frequency,evidence_required,due_days_from_effective_date,penalty_risk,risk_weight,expected_control,created_by_extractor,extractor_confidence
OBL-000366,CIR-00100,MOF,Insurance,Operational Resilience,Validate,Operations Lead must validate system calculations against approved methodology for Operational Resilience under MOF circular CIR-00100 on a one-time basis.,Operations Lead,validate system calculations against approved methodology,One-time,System report,15,Low,16,Risk committee sign-off,llm_extractor_v1,0.968
OBL-000367,CIR-00101,NPCI,Banking,KYC/AML,Report,ML Reviewer must perform periodic control testing and document exceptions for KYC/AML under NPCI circular CIR-00101 on a quarterly basis.,ML Reviewer,perform periodic control testing and document exceptions,Quarterly,Policy document,45,High,72,Automated reconciliation,llm_extractor_v1,0.907
OBL-000368,CIR-00101,NPCI,Banking,KYC/AML,Notify,Compliance Officer must perform periodic control testing and document exceptions for KYC/AML under NPCI circular CIR-00101 on a daily basis.,Compliance Officer,perform periodic control testing and document exceptions,Daily,Audit sample,7,Medium,43,Dashboard alert,rule_engine_v1,0.765
OBL-000369,CIR-00101,NPCI,Banking,KYC/AML,Retain,Policy Owner must review customer or transaction risk indicators for KYC/AML under NPCI circular CIR-00101 on a event-based basis.,Policy Owner,review customer or transaction risk indicators,Event-based,System report,15,Medium,41,Risk committee sign-off,llm_extractor_v1,0.801
OBL-000370,CIR-00101,NPCI,Banking,KYC/AML,Report,Operations Lead must retain supporting records for audit and supervisory review for KYC/AML under NPCI circular CIR-00101 on a monthly basis.,Operations Lead,retain supporting records for audit and supervisory review,Monthly,Vendor attestation,7,Medium,44,Dashboard alert,llm_extractor_v1,0.8
OBL-000371,CIR-00102,FIU-IND,Payments,KYC/AML,Review,Policy Owner must validate system calculations against approved methodology for KYC/AML under FIU-IND circular CIR-00102 on a annual basis.,Policy Owner,validate system calculations against approved methodology,Annual,Training log,45,Medium,47,Dashboard alert,llm_extractor_v1,0.808
OBL-000372,CIR-00102,FIU-IND,Payments,KYC/AML,Report,Operations Lead must review customer or transaction risk indicators for KYC/AML under FIU-IND circular CIR-00102 on a daily basis.,Operations Lead,review customer or transaction risk indicators,Daily,System report,120,Medium,42,Independent audit sample,rule_engine_v1,0.9
OBL-000373,CIR-00102,FIU-IND,Payments,KYC/AML,Review,ML Reviewer must retain supporting records for audit and supervisory review for KYC/AML under FIU-IND circular CIR-00102 on a one-time basis.,ML Reviewer,retain supporting records for audit and supervisory review,One-time,Data retention proof,90,Medium,48,Exception workflow,llm_extractor_v1,0.771
OBL-000374,CIR-00103,IRDAI,Banking,Outsourcing,Report,Admin must submit a compliance confirmation report to management for Outsourcing under IRDAI circular CIR-00103 on a quarterly basis.,Admin,submit a compliance confirmation report to management,Quarterly,Audit sample,45,High,75,Risk committee sign-off,llm_extractor_v1,0.861
OBL-000375,CIR-00103,IRDAI,Banking,Outsourcing,Notify,Security Officer must monitor threshold breaches and escalate unresolved cases for Outsourcing under IRDAI circular CIR-00103 on a event-based basis.,Security Officer,monitor threshold breaches and escalate unresolved cases,Event-based,Incident record,7,High,65,Dashboard alert,llm_extractor_v1,0.888
OBL-000376,CIR-00103,IRDAI,Banking,Outsourcing,Review,Risk Manager must retain supporting records for audit and supervisory review for Outsourcing under IRDAI circular CIR-00103 on a quarterly basis.,Risk Manager,retain supporting records for audit and supervisory review,Quarterly,Training log,120,Medium,50,Monthly review checklist,rule_engine_v1,0.938
OBL-000377,CIR-00103,IRDAI,Banking,Outsourcing,Validate,Legal Reviewer must validate system calculations against approved methodology for Outsourcing under IRDAI circular CIR-00103 on a quarterly basis.,Legal Reviewer,validate system calculations against approved methodology,Quarterly,Training log,7,Critical,85,Dashboard alert,rule_engine_v1,0.827
OBL-000378,CIR-00104,NPCI,Insurance,Cybersecurity,Report,Legal Reviewer must update the internal policy and maintain approval evidence for Cybersecurity under NPCI circular CIR-00104 on a daily basis.,Legal Reviewer,update the internal policy and maintain approval evidence,Daily,Vendor attestation,15,Medium,49,Risk committee sign-off,llm_extractor_v1,0.763
OBL-000379,CIR-00104,NPCI,Insurance,Cybersecurity,Notify,ML Reviewer must monitor threshold breaches and escalate unresolved cases for Cybersecurity under NPCI circular CIR-00104 on a weekly basis.,ML Reviewer,monitor threshold breaches and escalate unresolved cases,Weekly,Risk assessment,60,Low,24,Risk committee sign-off,llm_extractor_v1,0.785
OBL-000380,CIR-00105,SEBI,NBFC,Liquidity Risk,Review,Risk Manager must perform periodic control testing and document exceptions for Liquidity Risk under SEBI circular CIR-00105 on a annual basis.,Risk Manager,perform periodic control testing and document exceptions,Annual,Risk assessment,15,Low,22,Risk committee sign-off,llm_extractor_v1,0.787
OBL-000381,CIR-00105,SEBI,NBFC,Liquidity Risk,Validate,ML Reviewer must validate system calculations against approved methodology for Liquidity Risk under SEBI circular CIR-00105 on a annual basis.,ML Reviewer,validate system calculations against approved methodology,Annual,Transaction report,60,High,72,Independent audit sample,llm_extractor_v1,0.88
OBL-000382,CIR-00106,FIU-IND,Brokerage,Audit & Reporting,Disclose,ML Reviewer must submit a compliance confirmation report to management for Audit & Reporting under FIU-IND circular CIR-00106 on a weekly basis.,ML Reviewer,submit a compliance confirmation report to management,Weekly,Policy document,45,Medium,42,Automated reconciliation,llm_extractor_v1,0.812
OBL-000383,CIR-00106,FIU-IND,Brokerage,Audit & Reporting,Report,Operations Lead must perform periodic control testing and document exceptions for Audit & Reporting under FIU-IND circular CIR-00106 on a weekly basis.,Operations Lead,perform periodic control testing and document exceptions,Weekly,Audit sample,45,High,66,Automated reconciliation,llm_extractor_v1,0.764
OBL-000384,CIR-00106,FIU-IND,Brokerage,Audit & Reporting,Validate,Operations Lead must retain supporting records for audit and supervisory review for Audit & Reporting under FIU-IND circular CIR-00106 on a weekly basis.,Operations Lead,retain supporting records for audit and supervisory review,Weekly,System report,30,Critical,89,Data quality validation,rule_engine_v1,0.721
OBL-000385,CIR-00106,FIU-IND,Brokerage,Audit & Reporting,Notify,Legal Reviewer must retain supporting records for audit and supervisory review for Audit & Reporting under FIU-IND circular CIR-00106 on a annual basis.,Legal Reviewer,retain supporting records for audit and supervisory review,Annual,Board minutes,120,Medium,47,Maker-checker approval,rule_engine_v1,0.781
OBL-000386,CIR-00106,FIU-IND,Brokerage,Audit & Reporting,Report,Admin must retain supporting records for audit and supervisory review for Audit & Reporting under FIU-IND circular CIR-00106 on a annual basis.,Admin,retain supporting records for audit and supervisory review,Annual,Vendor attestation,30,Medium,46,Data quality validation,llm_extractor_v1,0.922
OBL-000387,CIR-00107,NPCI,Capital Markets,Disclosure,Review,Data Protection Officer must submit a compliance confirmation report to management for Disclosure under NPCI circular CIR-00107 on a event-based basis.,Data Protection Officer,submit a compliance confirmation report to management,Event-based,Vendor attestation,30,High,66,Independent audit sample,llm_extractor_v1,0.941
OBL-000388,CIR-00107,NPCI,Capital Markets,Disclosure,Monitor,Data Protection Officer must retain supporting records for audit and supervisory review for Disclosure under NPCI circular CIR-00107 on a one-time basis.,Data Protection Officer,retain supporting records for audit and supervisory review,One-time,Data retention proof,120,High,67,Maker-checker approval,llm_extractor_v1,0.911
OBL-000389,CIR-00107,NPCI,Capital Markets,Disclosure,Approve,ML Reviewer must perform periodic control testing and document exceptions for Disclosure under NPCI circular CIR-00107 on a daily basis.,ML Reviewer,perform periodic control testing and document exceptions,Daily,Data retention proof,60,Medium,48,Maker-checker approval,llm_extractor_v1,0.831
OBL-000390,CIR-00108,RBI,Insurance,Cybersecurity,Validate,ML Reviewer must submit a compliance confirmation report to management for Cybersecurity under RBI circular CIR-00108 on a one-time basis.,ML Reviewer,submit a compliance confirmation report to management,One-time,System report,30,Critical,88,Risk committee sign-off,llm_extractor_v1,0.923
OBL-000391,CIR-00108,RBI,Insurance,Cybersecurity,Notify,ML Reviewer must review customer or transaction risk indicators for Cybersecurity under RBI circular CIR-00108 on a event-based basis.,ML Reviewer,review customer or transaction risk indicators,Event-based,System report,7,Medium,47,Maker-checker approval,llm_extractor_v1,0.732
OBL-000392,CIR-00108,RBI,Insurance,Cybersecurity,Report,Legal Reviewer must perform periodic control testing and document exceptions for Cybersecurity under RBI circular CIR-00108 on a half-yearly basis.,Legal Reviewer,perform periodic control testing and document exceptions,Half-yearly,Risk assessment,7,Low,23,Monthly review checklist,rule_engine_v1,0.733
OBL-000393,CIR-00108,RBI,Insurance,Cybersecurity,Maintain,Security Officer must submit a compliance confirmation report to management for Cybersecurity under RBI circular CIR-00108 on a weekly basis.,Security Officer,submit a compliance confirmation report to management,Weekly,Access review,30,Low,17,Maker-checker approval,llm_extractor_v1,0.766
OBL-000394,CIR-00108,RBI,Insurance,Cybersecurity,Maintain,Security Officer must review customer or transaction risk indicators for Cybersecurity under RBI circular CIR-00108 on a half-yearly basis.,Security Officer,review customer or transaction risk indicators,Half-yearly,Policy document,120,Medium,41,Maker-checker approval,rule_engine_v1,0.898
OBL-000395,CIR-00109,IRDAI,Mutual Funds,Customer Protection,Retain,Legal Reviewer must update the internal policy and maintain approval evidence for Customer Protection under IRDAI circular CIR-00109 on a annual basis.,Legal Reviewer,update the internal policy and maintain approval evidence,Annual,System report,60,Medium,46,Automated reconciliation,llm_extractor_v1,0.798
OBL-000396,CIR-00109,IRDAI,Mutual Funds,Customer Protection,Implement,ML Reviewer must perform periodic control testing and document exceptions for Customer Protection under IRDAI circular CIR-00109 on a one-time basis.,ML Reviewer,perform periodic control testing and document exceptions,One-time,Access review,60,Medium,50,Monthly review checklist,llm_extractor_v1,0.798
OBL-000397,CIR-00109,IRDAI,Mutual Funds,Customer Protection,Maintain,Operations Lead must submit a compliance confirmation report to management for Customer Protection under IRDAI circular CIR-00109 on a monthly basis.,Operations Lead,submit a compliance confirmation report to management,Monthly,Policy document,60,High,71,Data quality validation,rule_engine_v1,0.916
OBL-000398,CIR-00110,FIU-IND,NBFC,Disclosure,Review,Data Protection Officer must retain supporting records for audit and supervisory review for Disclosure under FIU-IND circular CIR-00110 on a one-time basis.,Data Protection Officer,retain supporting records for audit and supervisory review,One-time,Board minutes,120,High,75,Independent audit sample,llm_extractor_v1,0.924
OBL-000399,CIR-00110,FIU-IND,NBFC,Disclosure,Implement,Policy Owner must perform periodic control testing and document exceptions for Disclosure under FIU-IND circular CIR-00110 on a quarterly basis.,Policy Owner,perform periodic control testing and document exceptions,Quarterly,Board minutes,45,Medium,41,Monthly review checklist,llm_extractor_v1,0.97
OBL-000400,CIR-00110,FIU-IND,NBFC,Disclosure,Disclose,ML Reviewer must review customer or transaction risk indicators for Disclosure under FIU-IND circular CIR-00110 on a monthly basis.,ML Reviewer,review customer or transaction risk indicators,Monthly,Transaction report,30,High,75,Exception workflow,llm_extractor_v1,0.885
OBL-000401,CIR-00110,FIU-IND,NBFC,Disclosure,Approve,Operations Lead must review customer or transaction risk indicators for Disclosure under FIU-IND circular CIR-00110 on a monthly basis.,Operations Lead,review customer or transaction risk indicators,Monthly,Data retention proof,60,Medium,45,Maker-checker approval,llm_extractor_v1,0.719
OBL-000402,CIR-00111,RBI,Brokerage,Trading Risk,Notify,Compliance Officer must submit a compliance confirmation report to management for Trading Risk under RBI circular CIR-00111 on a event-based basis.,Compliance Officer,submit a compliance confirmation report to management,Event-based,Board minutes,90,Medium,47,Independent audit sample,llm_extractor_v1,0.908
OBL-000403,CIR-00111,RBI,Brokerage,Trading Risk,Maintain,Data Protection Officer must perform periodic control testing and document exceptions for Trading Risk under RBI circular CIR-00111 on a one-time basis.,Data Protection Officer,perform periodic control testing and document exceptions,One-time,Data retention proof,120,Medium,46,Dashboard alert,llm_extractor_v1,0.923
OBL-000404,CIR-00112,SEBI,Insurance,Data Privacy,Maintain,Auditor must notify stakeholders when material incidents occur for Data Privacy under SEBI circular CIR-00112 on a event-based basis.,Auditor,notify stakeholders when material incidents occur,Event-based,Incident record,90,Low,15,Exception workflow,llm_extractor_v1,0.886
OBL-000405,CIR-00112,SEBI,Insurance,Data Privacy,Implement,Legal Reviewer must monitor threshold breaches and escalate unresolved cases for Data Privacy under SEBI circular CIR-00112 on a daily basis.,Legal Reviewer,monitor threshold breaches and escalate unresolved cases,Daily,Transaction report,45,Medium,45,Maker-checker approval,rule_engine_v1,0.942
OBL-000406,CIR-00113,NPCI,Mutual Funds,Cybersecurity,Report,Security Officer must perform periodic control testing and document exceptions for Cybersecurity under NPCI circular CIR-00113 on a monthly basis.,Security Officer,perform periodic control testing and document exceptions,Monthly,Data retention proof,60,High,73,Data quality validation,rule_engine_v1,0.736
OBL-000407,CIR-00113,NPCI,Mutual Funds,Cybersecurity,Notify,Admin must submit a compliance confirmation report to management for Cybersecurity under NPCI circular CIR-00113 on a weekly basis.,Admin,submit a compliance confirmation report to management,Weekly,System report,15,High,69,Risk committee sign-off,llm_extractor_v1,0.891
OBL-000408,CIR-00113,NPCI,Mutual Funds,Cybersecurity,Approve,Compliance Officer must retain supporting records for audit and supervisory review for Cybersecurity under NPCI circular CIR-00113 on a monthly basis.,Compliance Officer,retain supporting records for audit and supervisory review,Monthly,Data retention proof,45,High,65,Independent audit sample,llm_extractor_v1,0.953
OBL-000409,CIR-00114,NPCI,Brokerage,Capital Adequacy,Monitor,Legal Reviewer must perform periodic control testing and document exceptions for Capital Adequacy under NPCI circular CIR-00114 on a annual basis.,Legal Reviewer,perform periodic control testing and document exceptions,Annual,Risk assessment,45,High,72,Dashboard alert,llm_extractor_v1,0.693
OBL-000410,CIR-00114,NPCI,Brokerage,Capital Adequacy,Implement,Security Officer must notify stakeholders when material incidents occur for Capital Adequacy under NPCI circular CIR-00114 on a one-time basis.,Security Officer,notify stakeholders when material incidents occur,One-time,Access review,45,Medium,43,Dashboard alert,rule_engine_v1,0.846
OBL-000411,CIR-00115,IRDAI,Payments,Capital Adequacy,Implement,Auditor must monitor threshold breaches and escalate unresolved cases for Capital Adequacy under IRDAI circular CIR-00115 on a annual basis.,Auditor,monitor threshold breaches and escalate unresolved cases,Annual,System report,30,Low,16,Automated reconciliation,rule_engine_v1,0.805
OBL-000412,CIR-00115,IRDAI,Payments,Capital Adequacy,Report,Auditor must perform periodic control testing and document exceptions for Capital Adequacy under IRDAI circular CIR-00115 on a half-yearly basis.,Auditor,perform periodic control testing and document exceptions,Half-yearly,Access review,30,Medium,40,Dashboard alert,llm_extractor_v1,0.749
OBL-000413,CIR-00116,FIU-IND,Mutual Funds,Operational Resilience,Notify,Data Protection Officer must perform periodic control testing and document exceptions for Operational Resilience under FIU-IND circular CIR-00116 on a event-based basis.,Data Protection Officer,perform periodic control testing and document exceptions,Event-based,System report,7,Low,15,Independent audit sample,llm_extractor_v1,0.926
OBL-000414,CIR-00116,FIU-IND,Mutual Funds,Operational Resilience,Maintain,Data Protection Officer must update the internal policy and maintain approval evidence for Operational Resilience under FIU-IND circular CIR-00116 on a weekly basis.,Data Protection Officer,update the internal policy and maintain approval evidence,Weekly,Board minutes,90,Medium,46,Automated reconciliation,rule_engine_v1,0.696
OBL-000415,CIR-00117,SEBI,Banking,Incident Management,Approve,Risk Manager must validate system calculations against approved methodology for Incident Management under SEBI circular CIR-00117 on a annual basis.,Risk Manager,validate system calculations against approved methodology,Annual,Risk assessment,60,Medium,50,Maker-checker approval,llm_extractor_v1,0.815
OBL-000416,CIR-00117,SEBI,Banking,Incident Management,Disclose,Compliance Officer must notify stakeholders when material incidents occur for Incident Management under SEBI circular CIR-00117 on a daily basis.,Compliance Officer,notify stakeholders when material incidents occur,Daily,Incident record,60,Medium,43,Automated reconciliation,rule_engine_v1,0.853
OBL-000417,CIR-00118,MOF,Capital Markets,Customer Protection,Notify,Policy Owner must retain supporting records for audit and supervisory review for Customer Protection under MOF circular CIR-00118 on a monthly basis.,Policy Owner,retain supporting records for audit and supervisory review,Monthly,Transaction report,45,Medium,49,Data quality validation,rule_engine_v1,0.72
OBL-000418,CIR-00118,MOF,Capital Markets,Customer Protection,Report,Legal Reviewer must validate system calculations against approved methodology for Customer Protection under MOF circular CIR-00118 on a one-time basis.,Legal Reviewer,validate system calculations against approved methodology,One-time,Policy document,90,Medium,45,Exception workflow,llm_extractor_v1,0.837
OBL-000419,CIR-00119,NPCI,Brokerage,Audit & Reporting,Review,Admin must review customer or transaction risk indicators for Audit & Reporting under NPCI circular CIR-00119 on a event-based basis.,Admin,review customer or transaction risk indicators,Event-based,Access review,7,Medium,48,Monthly review checklist,rule_engine_v1,0.827
OBL-000420,CIR-00119,NPCI,Brokerage,Audit & Reporting,Validate,Operations Lead must monitor threshold breaches and escalate unresolved cases for Audit & Reporting under NPCI circular CIR-00119 on a one-time basis.,Operations Lead,monitor threshold breaches and escalate unresolved cases,One-time,Risk assessment,90,Critical,88,Automated reconciliation,llm_extractor_v1,0.874
OBL-000421,CIR-00119,NPCI,Brokerage,Audit & Reporting,Retain,Admin must review customer or transaction risk indicators for Audit & Reporting under NPCI circular CIR-00119 on a half-yearly basis.,Admin,review customer or transaction risk indicators,Half-yearly,Transaction report,45,High,70,Monthly review checklist,rule_engine_v1,0.934
OBL-000422,CIR-00120,FIU-IND,NBFC,Incident Management,Retain,Auditor must monitor threshold breaches and escalate unresolved cases for Incident Management under FIU-IND circular CIR-00120 on a monthly basis.,Auditor,monitor threshold breaches and escalate unresolved cases,Monthly,Board minutes,15,Medium,43,Data quality validation,llm_extractor_v1,0.956
OBL-000423,CIR-00120,FIU-IND,NBFC,Incident Management,Monitor,Security Officer must submit a compliance confirmation report to management for Incident Management under FIU-IND circular CIR-00120 on a annual basis.,Security Officer,submit a compliance confirmation report to management,Annual,Training log,7,High,70,Maker-checker approval,rule_engine_v1,0.689
OBL-000424,CIR-00121,MOF,Brokerage,Incident Management,Review,Auditor must review customer or transaction risk indicators for Incident Management under MOF circular CIR-00121 on a quarterly basis.,Auditor,review customer or transaction risk indicators,Quarterly,Vendor attestation,7,Low,18,Risk committee sign-off,rule_engine_v1,0.743
OBL-000425,CIR-00121,MOF,Brokerage,Incident Management,Approve,ML Reviewer must monitor threshold breaches and escalate unresolved cases for Incident Management under MOF circular CIR-00121 on a weekly basis.,ML Reviewer,monitor threshold breaches and escalate unresolved cases,Weekly,Incident record,7,Medium,42,Exception workflow,llm_extractor_v1,0.686
OBL-000426,CIR-00122,MOF,Payments,Outsourcing,Disclose,Auditor must retain supporting records for audit and supervisory review for Outsourcing under MOF circular CIR-00122 on a daily basis.,Auditor,retain supporting records for audit and supervisory review,Daily,Incident record,30,Medium,45,Monthly review checklist,llm_extractor_v1,0.963
OBL-000427,CIR-00122,MOF,Payments,Outsourcing,Notify,Risk Manager must submit a compliance confirmation report to management for Outsourcing under MOF circular CIR-00122 on a annual basis.,Risk Manager,submit a compliance confirmation report to management,Annual,System report,15,High,68,Risk committee sign-off,llm_extractor_v1,0.881
OBL-000428,CIR-00122,MOF,Payments,Outsourcing,Monitor,Auditor must update the internal policy and maintain approval evidence for Outsourcing under MOF circular CIR-00122 on a annual basis.,Auditor,update the internal policy and maintain approval evidence,Annual,Data retention proof,60,High,68,Exception workflow,llm_extractor_v1,0.775
OBL-000429,CIR-00123,NPCI,Insurance,Cybersecurity,Approve,Admin must notify stakeholders when material incidents occur for Cybersecurity under NPCI circular CIR-00123 on a weekly basis.,Admin,notify stakeholders when material incidents occur,Weekly,Audit sample,7,Medium,47,Automated reconciliation,rule_engine_v1,0.793
OBL-000430,CIR-00123,NPCI,Insurance,Cybersecurity,Validate,ML Reviewer must notify stakeholders when material incidents occur for Cybersecurity under NPCI circular CIR-00123 on a half-yearly basis.,ML Reviewer,notify stakeholders when material incidents occur,Half-yearly,Vendor attestation,90,Medium,45,Data quality validation,llm_extractor_v1,0.823
OBL-000431,CIR-00124,FIU-IND,Mutual Funds,Customer Protection,Notify,Admin must update the internal policy and maintain approval evidence for Customer Protection under FIU-IND circular CIR-00124 on a annual basis.,Admin,update the internal policy and maintain approval evidence,Annual,Data retention proof,15,Medium,47,Risk committee sign-off,llm_extractor_v1,0.769
OBL-000432,CIR-00124,FIU-IND,Mutual Funds,Customer Protection,Disclose,Legal Reviewer must perform periodic control testing and document exceptions for Customer Protection under FIU-IND circular CIR-00124 on a weekly basis.,Legal Reviewer,perform periodic control testing and document exceptions,Weekly,Incident record,7,Low,19,Data quality validation,llm_extractor_v1,0.747
OBL-000433,CIR-00124,FIU-IND,Mutual Funds,Customer Protection,Report,Admin must review customer or transaction risk indicators for Customer Protection under FIU-IND circular CIR-00124 on a event-based basis.,Admin,review customer or transaction risk indicators,Event-based,Audit sample,45,Medium,46,Independent audit sample,llm_extractor_v1,0.824
OBL-000434,CIR-00124,FIU-IND,Mutual Funds,Customer Protection,Approve,Policy Owner must notify stakeholders when material incidents occur for Customer Protection under FIU-IND circular CIR-00124 on a annual basis.,Policy Owner,notify stakeholders when material incidents occur,Annual,Board minutes,90,Medium,41,Dashboard alert,llm_extractor_v1,0.765
OBL-000435,CIR-00125,RBI,Mutual Funds,KYC/AML,Approve,Risk Manager must perform periodic control testing and document exceptions for KYC/AML under RBI circular CIR-00125 on a monthly basis.,Risk Manager,perform periodic control testing and document exceptions,Monthly,System report,60,Medium,43,Dashboard alert,rule_engine_v1,0.775
OBL-000436,CIR-00125,RBI,Mutual Funds,KYC/AML,Approve,Admin must submit a compliance confirmation report to management for KYC/AML under RBI circular CIR-00125 on a quarterly basis.,Admin,submit a compliance confirmation report to management,Quarterly,Training log,120,Critical,93,Exception workflow,rule_engine_v1,0.767
OBL-000437,CIR-00126,FIU-IND,FinTech,Disclosure,Disclose,Compliance Officer must notify stakeholders when material incidents occur for Disclosure under FIU-IND circular CIR-00126 on a annual basis.,Compliance Officer,notify stakeholders when material incidents occur,Annual,Transaction report,120,High,67,Independent audit sample,rule_engine_v1,0.89
OBL-000438,CIR-00126,FIU-IND,FinTech,Disclosure,Implement,ML Reviewer must notify stakeholders when material incidents occur for Disclosure under FIU-IND circular CIR-00126 on a event-based basis.,ML Reviewer,notify stakeholders when material incidents occur,Event-based,Training log,45,High,70,Automated reconciliation,llm_extractor_v1,0.734
OBL-000439,CIR-00126,FIU-IND,FinTech,Disclosure,Disclose,Data Protection Officer must update the internal policy and maintain approval evidence for Disclosure under FIU-IND circular CIR-00126 on a monthly basis.,Data Protection Officer,update the internal policy and maintain approval evidence,Monthly,Vendor attestation,60,Medium,42,Exception workflow,llm_extractor_v1,0.683
OBL-000440,CIR-00126,FIU-IND,FinTech,Disclosure,Monitor,Security Officer must validate system calculations against approved methodology for Disclosure under FIU-IND circular CIR-00126 on a half-yearly basis.,Security Officer,validate system calculations against approved methodology,Half-yearly,Training log,45,High,73,Exception workflow,llm_extractor_v1,0.687
OBL-000441,CIR-00127,SEBI,Brokerage,Customer Protection,Review,Admin must validate system calculations against approved methodology for Customer Protection under SEBI circular CIR-00127 on a weekly basis.,Admin,validate system calculations against approved methodology,Weekly,Incident record,15,Critical,91,Automated reconciliation,llm_extractor_v1,0.735
OBL-000442,CIR-00127,SEBI,Brokerage,Customer Protection,Maintain,Data Protection Officer must retain supporting records for audit and supervisory review for Customer Protection under SEBI circular CIR-00127 on a half-yearly basis.,Data Protection Officer,retain supporting records for audit and supervisory review,Half-yearly,Transaction report,7,Low,25,Monthly review checklist,rule_engine_v1,0.88
OBL-000443,CIR-00128,FIU-IND,Capital Markets,Cybersecurity,Report,Risk Manager must validate system calculations against approved methodology for Cybersecurity under FIU-IND circular CIR-00128 on a weekly basis.,Risk Manager,validate system calculations against approved methodology,Weekly,Training log,15,Medium,44,Automated reconciliation,llm_extractor_v1,0.787
OBL-000444,CIR-00128,FIU-IND,Capital Markets,Cybersecurity,Report,Security Officer must validate system calculations against approved methodology for Cybersecurity under FIU-IND circular CIR-00128 on a weekly basis.,Security Officer,validate system calculations against approved methodology,Weekly,Incident record,7,Low,17,Independent audit sample,llm_extractor_v1,0.7
OBL-000445,CIR-00128,FIU-IND,Capital Markets,Cybersecurity,Implement,Legal Reviewer must validate system calculations against approved methodology for Cybersecurity under FIU-IND circular CIR-00128 on a weekly basis.,Legal Reviewer,validate system calculations against approved methodology,Weekly,Training log,90,High,72,Monthly review checklist,llm_extractor_v1,0.952
OBL-000446,CIR-00128,FIU-IND,Capital Markets,Cybersecurity,Notify,Data Protection Officer must retain supporting records for audit and supervisory review for Cybersecurity under FIU-IND circular CIR-00128 on a monthly basis.,Data Protection Officer,retain supporting records for audit and supervisory review,Monthly,Audit sample,15,Medium,47,Automated reconciliation,llm_extractor_v1,0.855
OBL-000447,CIR-00128,FIU-IND,Capital Markets,Cybersecurity,Implement,Data Protection Officer must notify stakeholders when material incidents occur for Cybersecurity under FIU-IND circular CIR-00128 on a half-yearly basis.,Data Protection Officer,notify stakeholders when material incidents occur,Half-yearly,Transaction report,7,Medium,41,Exception workflow,llm_extractor_v1,0.946
OBL-000448,CIR-00129,MOF,Brokerage,Capital Adequacy,Approve,Policy Owner must validate system calculations against approved methodology for Capital Adequacy under MOF circular CIR-00129 on a annual basis.,Policy Owner,validate system calculations against approved methodology,Annual,Transaction report,60,Medium,46,Data quality validation,llm_extractor_v1,0.871
OBL-000449,CIR-00129,MOF,Brokerage,Capital Adequacy,Notify,Compliance Officer must monitor threshold breaches and escalate unresolved cases for Capital Adequacy under MOF circular CIR-00129 on a daily basis.,Compliance Officer,monitor threshold breaches and escalate unresolved cases,Daily,Risk assessment,15,High,69,Exception workflow,llm_extractor_v1,0.699
OBL-000450,CIR-00129,MOF,Brokerage,Capital Adequacy,Implement,ML Reviewer must perform periodic control testing and document exceptions for Capital Adequacy under MOF circular CIR-00129 on a event-based basis.,ML Reviewer,perform periodic control testing and document exceptions,Event-based,Risk assessment,7,Critical,86,Dashboard alert,llm_extractor_v1,0.728
OBL-000451,CIR-00129,MOF,Brokerage,Capital Adequacy,Implement,Compliance Officer must perform periodic control testing and document exceptions for Capital Adequacy under MOF circular CIR-00129 on a one-time basis.,Compliance Officer,perform periodic control testing and document exceptions,One-time,Vendor attestation,90,High,72,Independent audit sample,llm_extractor_v1,0.796
OBL-000452,CIR-00130,MOF,NBFC,Trading Risk,Disclose,Legal Reviewer must perform periodic control testing and document exceptions for Trading Risk under MOF circular CIR-00130 on a one-time basis.,Legal Reviewer,perform periodic control testing and document exceptions,One-time,Board minutes,15,High,70,Data quality validation,llm_extractor_v1,0.7
OBL-000453,CIR-00130,MOF,NBFC,Trading Risk,Validate,Policy Owner must notify stakeholders when material incidents occur for Trading Risk under MOF circular CIR-00130 on a monthly basis.,Policy Owner,notify stakeholders when material incidents occur,Monthly,Vendor attestation,120,High,67,Monthly review checklist,llm_extractor_v1,0.856
OBL-000454,CIR-00130,MOF,NBFC,Trading Risk,Review,ML Reviewer must validate system calculations against approved methodology for Trading Risk under MOF circular CIR-00130 on a quarterly basis.,ML Reviewer,validate system calculations against approved methodology,Quarterly,System report,90,Medium,40,Exception workflow,rule_engine_v1,0.784
OBL-000455,CIR-00131,SEBI,Brokerage,Outsourcing,Report,Compliance Officer must perform periodic control testing and document exceptions for Outsourcing under SEBI circular CIR-00131 on a monthly basis.,Compliance Officer,perform periodic control testing and document exceptions,Monthly,Vendor attestation,30,Medium,47,Maker-checker approval,llm_extractor_v1,0.694
OBL-000456,CIR-00131,SEBI,Brokerage,Outsourcing,Disclose,Operations Lead must monitor threshold breaches and escalate unresolved cases for Outsourcing under SEBI circular CIR-00131 on a monthly basis.,Operations Lead,monitor threshold breaches and escalate unresolved cases,Monthly,Training log,7,Medium,46,Maker-checker approval,llm_extractor_v1,0.778
OBL-000457,CIR-00131,SEBI,Brokerage,Outsourcing,Implement,Risk Manager must submit a compliance confirmation report to management for Outsourcing under SEBI circular CIR-00131 on a daily basis.,Risk Manager,submit a compliance confirmation report to management,Daily,Training log,7,High,71,Automated reconciliation,llm_extractor_v1,0.774
