mapping_id,org_id,policy_id,obligation_id,coverage_status,coverage_score,matched_policy_clause,gap_summary,ai_confidence,review_status,reviewed_by,reviewed_at
MAP-0000814,ORG-0017,POL-000171,OBL-000585,Partially Covered,81,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.89,Accepted,USR-00069,2025-01-23T18:25:00
MAP-0000815,ORG-0017,POL-000173,OBL-000757,Fully Covered,84,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.641,Accepted,USR-00019,2025-10-23T15:56:00
MAP-0000816,ORG-0017,POL-000169,OBL-000064,Needs Human Review,25,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.756,Accepted,USR-00011,2025-07-04T18:00:00
MAP-0000817,ORG-0017,POL-000169,OBL-000625,Fully Covered,88,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.691,Accepted,USR-00118,2025-01-22T12:58:00
MAP-0000818,ORG-0017,POL-000173,OBL-000116,Fully Covered,89,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.91,Pending Review,USR-00113,2024-12-29T17:17:00
MAP-0000819,ORG-0017,POL-000176,OBL-000303,Fully Covered,89,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",No major gap identified.,0.931,Accepted,USR-00057,2026-02-15T08:47:00
MAP-0000820,ORG-0017,POL-000175,OBL-000754,Partially Covered,65,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.708,Accepted,USR-00090,2026-04-10T19:39:00
MAP-0000821,ORG-0017,POL-000174,OBL-000304,Fully Covered,89,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",No major gap identified.,0.871,Accepted,USR-00119,2024-12-27T20:31:00
MAP-0000822,ORG-0017,POL-000171,OBL-000199,Partially Covered,50,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.674,Accepted,USR-00100,2025-03-03T13:41:00
MAP-0000823,ORG-0017,POL-000169,OBL-000193,Fully Covered,95,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.64,Pending Review,USR-00108,2025-10-25T14:41:00
MAP-0000824,ORG-0017,POL-000174,OBL-000114,Not Covered,29,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.913,Accepted,USR-00078,2025-07-18T11:37:00
MAP-0000825,ORG-0017,POL-000176,OBL-000546,Fully Covered,93,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.628,Pending Review,USR-00130,2026-01-29T14:19:00
MAP-0000826,ORG-0017,POL-000169,OBL-000588,Fully Covered,97,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.958,Pending Review,USR-00006,2025-01-08T08:34:00
MAP-0000827,ORG-0017,POL-000169,OBL-000192,Partially Covered,51,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.812,Pending Review,USR-00044,2026-03-20T08:10:00
MAP-0000828,ORG-0017,POL-000171,OBL-000744,Partially Covered,68,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.884,Rejected,USR-00061,2026-04-14T08:17:00
MAP-0000829,ORG-0017,POL-000173,OBL-000113,Partially Covered,47,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.819,Accepted,USR-00041,2025-07-10T11:15:00
MAP-0000830,ORG-0017,POL-000172,OBL-000334,Fully Covered,87,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.703,Accepted,USR-00040,2025-08-06T18:51:00
MAP-0000831,ORG-0018,POL-000177,OBL-000438,Fully Covered,92,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.875,Accepted,USR-00035,2024-09-14T09:09:00
MAP-0000832,ORG-0018,POL-000180,OBL-000147,Needs Human Review,45,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.687,Accepted,USR-00080,2026-03-13T13:17:00
MAP-0000833,ORG-0018,POL-000179,OBL-000166,Fully Covered,82,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.751,Accepted,USR-00069,2026-05-06T09:36:00
MAP-0000834,ORG-0018,POL-000180,OBL-000264,Needs Human Review,41,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.832,Pending Review,USR-00034,2025-01-20T14:28:00
MAP-0000835,ORG-0018,POL-000178,OBL-000437,Partially Covered,51,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.784,Accepted,USR-00103,2024-11-27T14:54:00
MAP-0000836,ORG-0018,POL-000181,OBL-000295,Fully Covered,86,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.847,Accepted,USR-00103,2025-04-02T14:06:00
MAP-0000837,ORG-0018,POL-000179,OBL-000356,Partially Covered,72,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.661,Pending Review,USR-00059,2024-08-15T08:36:00
MAP-0000838,ORG-0018,POL-000179,OBL-000029,Partially Covered,79,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.927,Accepted,USR-00036,2025-04-21T08:12:00
MAP-0000839,ORG-0018,POL-000179,OBL-000734,Partially Covered,49,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.74,Accepted,USR-00085,2025-07-17T08:20:00
MAP-0000840,ORG-0018,POL-000178,OBL-000511,Fully Covered,86,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.654,Pending Review,USR-00077,2025-03-19T18:53:00
MAP-0000841,ORG-0018,POL-000177,OBL-000697,Partially Covered,73,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.785,Accepted,USR-00036,2025-04-12T15:38:00
MAP-0000842,ORG-0018,POL-000179,OBL-000703,Fully Covered,90,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.912,Accepted,USR-00024,2025-12-14T16:15:00
MAP-0000843,ORG-0018,POL-000181,OBL-000727,Partially Covered,65,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.858,Accepted,USR-00029,2026-03-15T10:47:00
MAP-0000844,ORG-0018,POL-000177,OBL-000262,Fully Covered,97,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.787,Accepted,USR-00098,2026-02-27T11:13:00
MAP-0000845,ORG-0018,POL-000180,OBL-000242,Partially Covered,80,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.766,Accepted,USR-00015,2025-01-04T13:29:00
MAP-0000846,ORG-0018,POL-000185,OBL-000273,Partially Covered,72,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.713,Pending Review,USR-00086,2026-05-01T16:50:00
MAP-0000847,ORG-0018,POL-000182,OBL-000700,Partially Covered,78,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.685,Pending Review,USR-00044,2025-06-12T19:27:00
MAP-0000848,ORG-0018,POL-000184,OBL-000238,Fully Covered,87,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.626,Accepted,USR-00102,2025-11-24T10:42:00
MAP-0000849,ORG-0018,POL-000179,OBL-000349,Fully Covered,88,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.913,Pending Review,USR-00082,2025-08-05T09:50:00
MAP-0000850,ORG-0018,POL-000183,OBL-000514,Fully Covered,87,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.679,Pending Review,USR-00003,2024-11-04T16:11:00
MAP-0000851,ORG-0018,POL-000182,OBL-000167,Partially Covered,70,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.677,Pending Review,USR-00077,2025-10-19T10:35:00
MAP-0000852,ORG-0018,POL-000183,OBL-000261,Fully Covered,90,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.919,Pending Review,USR-00024,2025-01-08T20:10:00
MAP-0000853,ORG-0018,POL-000180,OBL-000615,Needs Human Review,25,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.718,Accepted,USR-00003,2024-08-01T17:44:00
MAP-0000854,ORG-0018,POL-000183,OBL-000155,Fully Covered,96,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.634,Accepted,USR-00001,2025-04-13T13:52:00
MAP-0000855,ORG-0018,POL-000177,OBL-000696,Needs Human Review,43,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.766,Accepted,USR-00123,2025-05-06T18:02:00
MAP-0000856,ORG-0018,POL-000177,OBL-000263,Partially Covered,49,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.637,Pending Review,USR-00148,2025-02-28T11:23:00
MAP-0000857,ORG-0018,POL-000180,OBL-000148,Partially Covered,56,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.666,Accepted,USR-00119,2024-10-22T09:37:00
MAP-0000858,ORG-0018,POL-000180,OBL-000025,Fully Covered,82,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.856,Accepted,USR-00006,2026-01-11T10:29:00
MAP-0000859,ORG-0018,POL-000184,OBL-000707,Partially Covered,65,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.756,Accepted,USR-00108,2024-09-13T15:27:00
MAP-0000860,ORG-0018,POL-000179,OBL-000293,Fully Covered,88,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.861,Pending Review,USR-00091,2024-07-29T08:36:00
MAP-0000861,ORG-0018,POL-000182,OBL-000026,Fully Covered,87,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.688,Accepted,USR-00114,2025-09-27T18:09:00
MAP-0000862,ORG-0018,POL-000180,OBL-000240,Partially Covered,58,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.954,Pending Review,USR-00106,2024-11-13T08:41:00
MAP-0000863,ORG-0018,POL-000181,OBL-000702,Fully Covered,84,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.948,Accepted,USR-00052,2024-10-28T14:22:00
MAP-0000864,ORG-0018,POL-000181,OBL-000465,Not Covered,18,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.66,Pending Review,USR-00118,2025-01-17T15:30:00
MAP-0000865,ORG-0018,POL-000183,OBL-000466,Partially Covered,75,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.943,Pending Review,USR-00009,2025-09-24T19:13:00
MAP-0000866,ORG-0018,POL-000181,OBL-000512,Partially Covered,56,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.832,Accepted,USR-00072,2025-09-30T20:04:00
MAP-0000867,ORG-0018,POL-000184,OBL-000355,Fully Covered,92,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.654,Accepted,USR-00006,2024-10-15T15:39:00
MAP-0000868,ORG-0018,POL-000180,OBL-000735,Fully Covered,87,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.634,Accepted,USR-00144,2025-02-28T15:19:00
MAP-0000869,ORG-0018,POL-000181,OBL-000736,Partially Covered,49,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.881,Accepted,USR-00069,2025-07-07T14:49:00
MAP-0000870,ORG-0018,POL-000182,OBL-000515,Partially Covered,77,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.9,Accepted,USR-00115,2026-02-22T20:00:00
MAP-0000871,ORG-0018,POL-000179,OBL-000181,Fully Covered,91,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.883,Accepted,USR-00058,2025-08-10T20:08:00
MAP-0000872,ORG-0018,POL-000183,OBL-000439,Partially Covered,47,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.715,Accepted,USR-00051,2025-12-29T14:46:00
MAP-0000873,ORG-0018,POL-000181,OBL-000145,Fully Covered,82,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.953,Accepted,USR-00087,2025-03-08T16:55:00
MAP-0000874,ORG-0018,POL-000182,OBL-000616,Partially Covered,65,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.784,Rejected,USR-00045,2024-10-20T14:46:00
MAP-0000875,ORG-0018,POL-000181,OBL-000563,Fully Covered,82,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.904,Accepted,USR-00057,2025-11-19T16:04:00
MAP-0000876,ORG-0019,POL-000187,OBL-000757,Partially Covered,78,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.874,Accepted,USR-00016,2024-12-18T15:30:00
MAP-0000877,ORG-0019,POL-000188,OBL-000372,Partially Covered,52,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.624,Accepted,USR-00086,2024-08-29T19:29:00
MAP-0000878,ORG-0019,POL-000192,OBL-000072,Fully Covered,89,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.744,Pending Review,USR-00110,2024-08-22T13:57:00
MAP-0000879,ORG-0019,POL-000186,OBL-000296,Fully Covered,89,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.771,Rejected,USR-00131,2025-03-27T11:01:00
MAP-0000880,ORG-0019,POL-000192,OBL-000500,Fully Covered,96,"Policy clause mentions disclosure control ownership, review cadence, and evidence retention.",No major gap identified.,0.846,Accepted,USR-00104,2025-11-13T19:50:00
MAP-0000881,ORG-0019,POL-000187,OBL-000747,Partially Covered,53,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.682,Accepted,USR-00106,2025-11-17T17:41:00
MAP-0000882,ORG-0019,POL-000190,OBL-000746,Partially Covered,46,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.882,Accepted,USR-00130,2025-10-03T13:13:00
MAP-0000883,ORG-0019,POL-000191,OBL-000341,Partially Covered,47,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.752,Pending Review,USR-00147,2025-09-16T11:19:00
MAP-0000884,ORG-0019,POL-000188,OBL-000193,Partially Covered,77,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for monitor threshold breaches and escalate unresolved cases and evidence requirements.,0.877,Rejected,USR-00007,2025-06-06T20:40:00
MAP-0000885,ORG-0019,POL-000191,OBL-000246,Not Covered,42,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.837,Accepted,USR-00036,2024-11-16T19:29:00
MAP-0000886,ORG-0019,POL-000186,OBL-000225,Fully Covered,95,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.88,Pending Review,USR-00140,2025-09-03T18:46:00
MAP-0000887,ORG-0019,POL-000193,OBL-000426,Fully Covered,94,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",No major gap identified.,0.69,Pending Review,USR-00018,2025-09-03T20:10:00
MAP-0000888,ORG-0019,POL-000186,OBL-000544,Fully Covered,87,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.881,Accepted,USR-00021,2026-06-08T17:52:00
MAP-0000889,ORG-0019,POL-000188,OBL-000546,Fully Covered,86,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.762,Accepted,USR-00053,2025-03-14T15:05:00
MAP-0000890,ORG-0019,POL-000193,OBL-000233,Partially Covered,45,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.802,Pending Review,USR-00079,2026-04-05T12:10:00
MAP-0000891,ORG-0019,POL-000192,OBL-000235,Partially Covered,55,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.63,Pending Review,USR-00138,2026-05-30T11:56:00
MAP-0000892,ORG-0019,POL-000187,OBL-000217,Partially Covered,60,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.946,Accepted,USR-00005,2024-11-11T12:22:00
MAP-0000893,ORG-0019,POL-000192,OBL-000624,Fully Covered,94,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",No major gap identified.,0.824,Accepted,USR-00088,2026-01-21T15:12:00
MAP-0000894,ORG-0019,POL-000186,OBL-000756,Fully Covered,98,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.675,Rejected,USR-00060,2026-02-13T16:47:00
MAP-0000895,ORG-0019,POL-000190,OBL-000336,Partially Covered,60,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.896,Pending Review,USR-00020,2025-11-08T19:34:00
MAP-0000896,ORG-0019,POL-000187,OBL-000334,Fully Covered,98,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.912,Accepted,USR-00097,2026-05-06T12:42:00
MAP-0000897,ORG-0019,POL-000189,OBL-000116,Partially Covered,66,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.92,Accepted,USR-00014,2024-11-01T14:41:00
MAP-0000898,ORG-0019,POL-000190,OBL-000412,Not Covered,37,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.933,Pending Review,USR-00131,2024-10-22T13:00:00
MAP-0000899,ORG-0019,POL-000189,OBL-000306,Needs Human Review,69,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.636,Accepted,USR-00040,2025-09-14T18:19:00
MAP-0000900,ORG-0019,POL-000186,OBL-000371,Fully Covered,83,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",No major gap identified.,0.689,Accepted,USR-00139,2024-08-20T16:40:00
MAP-0000901,ORG-0019,POL-000187,OBL-000197,Fully Covered,94,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.671,Accepted,USR-00107,2026-02-02T10:41:00
MAP-0000902,ORG-0019,POL-000190,OBL-000545,Not Covered,33,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.731,Rejected,USR-00005,2025-10-30T10:33:00
MAP-0000903,ORG-0019,POL-000191,OBL-000216,Needs Human Review,31,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.838,Accepted,USR-00071,2024-10-17T09:26:00
MAP-0000904,ORG-0019,POL-000186,OBL-000758,Fully Covered,85,"Policy clause mentions operational resilience control ownership, review cadence, and evidence retention.",No major gap identified.,0.865,Pending Review,USR-00099,2024-11-08T10:51:00
MAP-0000905,ORG-0019,POL-000193,OBL-000226,Fully Covered,86,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.625,Accepted,USR-00035,2024-08-05T11:39:00
MAP-0000906,ORG-0019,POL-000187,OBL-000114,Fully Covered,87,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.958,Accepted,USR-00068,2025-05-02T12:13:00
MAP-0000907,ORG-0019,POL-000191,OBL-000305,Not Covered,24,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.834,Accepted,USR-00065,2025-06-26T16:43:00
MAP-0000908,ORG-0019,POL-000193,OBL-000214,Not Covered,5,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.681,Pending Review,USR-00076,2026-05-27T18:09:00
MAP-0000909,ORG-0019,POL-000190,OBL-000582,Fully Covered,93,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.693,Accepted,USR-00150,2024-10-19T10:14:00
MAP-0000910,ORG-0019,POL-000193,OBL-000195,Fully Covered,82,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",No major gap identified.,0.682,Rejected,USR-00146,2025-10-24T14:52:00
MAP-0000911,ORG-0019,POL-000186,OBL-000215,Fully Covered,94,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.841,Accepted,USR-00034,2025-05-15T11:24:00
MAP-0000912,ORG-0019,POL-000191,OBL-000587,Fully Covered,91,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.634,Accepted,USR-00109,2025-04-06T16:48:00
MAP-0000913,ORG-0019,POL-000187,OBL-000583,Partially Covered,73,"Policy clause mentions capital adequacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.889,Pending Review,USR-00072,2026-06-14T08:15:00
MAP-0000914,ORG-0019,POL-000192,OBL-000070,Not Covered,17,"Policy clause mentions trading risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for update the internal policy and maintain approval evidence and evidence requirements.,0.906,Pending Review,USR-00140,2024-12-16T09:22:00
MAP-0000915,ORG-0019,POL-000193,OBL-000204,Needs Human Review,35,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.796,Accepted,USR-00103,2025-09-12T10:12:00
MAP-0000916,ORG-0019,POL-000188,OBL-000304,Fully Covered,83,"Policy clause mentions outsourcing control ownership, review cadence, and evidence retention.",No major gap identified.,0.75,Pending Review,USR-00136,2025-09-09T12:37:00
MAP-0000917,ORG-0019,POL-000187,OBL-000200,Fully Covered,91,"Policy clause mentions incident management control ownership, review cadence, and evidence retention.",No major gap identified.,0.813,Accepted,USR-00045,2024-12-04T19:03:00
MAP-0000918,ORG-0019,POL-000190,OBL-000600,Fully Covered,98,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.752,Accepted,USR-00106,2026-02-16T17:08:00
MAP-0000919,ORG-0020,POL-000199,OBL-000433,Needs Human Review,47,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",Policy needs clearer wording for review customer or transaction risk indicators and evidence requirements.,0.624,Accepted,USR-00066,2026-01-07T10:03:00
MAP-0000920,ORG-0020,POL-000202,OBL-000477,Needs Human Review,36,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",Policy needs clearer wording for validate system calculations against approved methodology and evidence requirements.,0.924,Pending Review,USR-00025,2025-06-19T11:38:00
MAP-0000921,ORG-0020,POL-000202,OBL-000434,Partially Covered,50,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.673,Accepted,USR-00003,2024-08-18T08:57:00
MAP-0000922,ORG-0020,POL-000195,OBL-000152,Fully Covered,83,"Policy clause mentions liquidity risk control ownership, review cadence, and evidence retention.",No major gap identified.,0.842,Pending Review,USR-00120,2025-08-31T10:53:00
MAP-0000923,ORG-0020,POL-000203,OBL-000482,Partially Covered,49,"Policy clause mentions audit & reporting control ownership, review cadence, and evidence retention.",Policy needs clearer wording for perform periodic control testing and document exceptions and evidence requirements.,0.945,Accepted,USR-00059,2024-08-22T12:46:00
MAP-0000924,ORG-0020,POL-000203,OBL-000524,Fully Covered,91,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.66,Accepted,USR-00148,2025-12-08T13:09:00
MAP-0000925,ORG-0020,POL-000202,OBL-000555,Fully Covered,83,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.821,Accepted,USR-00084,2026-06-06T14:19:00
MAP-0000926,ORG-0020,POL-000196,OBL-000436,Partially Covered,53,"Policy clause mentions kyc/aml control ownership, review cadence, and evidence retention.",Policy needs clearer wording for submit a compliance confirmation report to management and evidence requirements.,0.721,Accepted,USR-00039,2024-09-13T16:11:00
MAP-0000927,ORG-0020,POL-000197,OBL-000289,Fully Covered,89,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",No major gap identified.,0.631,Rejected,USR-00110,2025-09-30T17:51:00
MAP-0000928,ORG-0020,POL-000195,OBL-000291,Partially Covered,61,"Policy clause mentions data privacy control ownership, review cadence, and evidence retention.",Policy needs clearer wording for notify stakeholders when material incidents occur and evidence requirements.,0.81,Pending Review,USR-00033,2026-02-21T20:34:00
MAP-0000929,ORG-0020,POL-000194,OBL-000408,Partially Covered,68,"Policy clause mentions cybersecurity control ownership, review cadence, and evidence retention.",Policy needs clearer wording for retain supporting records for audit and supervisory review and evidence requirements.,0.757,Accepted,USR-00002,2024-10-14T15:42:00
MAP-0000930,ORG-0020,POL-000199,OBL-000432,Fully Covered,82,"Policy clause mentions customer protection control ownership, review cadence, and evidence retention.",No major gap identified.,0.773,Accepted,USR-00026,2026-01-08T14:36:00
