example_id,utterance,intent_label,entities_json,split
INT-000282,Do we have proof for obligation OBL-000116?,show_evidence_status,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000116""}",train
INT-000283,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Audit & Reporting"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000116""}",train
INT-000284,What obligations are in circular CIR-00169?,extract_obligations,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000122""}",validation
INT-000285,How do I fix Liquidity Risk gaps?,create_remediation_plan,"{""category"": ""Cybersecurity"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000188""}",train
INT-000286,Which evidence is rejected for ORG-0027?,show_evidence_status,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000159""}",train
INT-000287,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Audit & Reporting"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000593""}",train
INT-000288,Show audit trail for MAP-0000276,show_audit_trail,"{""category"": ""Data Privacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000185""}",train
INT-000289,Find gaps for Liquidity Risk Monitoring Policy,check_policy_gap,"{""category"": ""Liquidity Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000686""}",validation
INT-000290,List recent LLM review events,show_audit_trail,"{""category"": ""Liquidity Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000706""}",train
INT-000291,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000082""}",train
INT-000292,Which circular talks about Customer Protection risk?,search_circular,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000377""}",train
INT-000293,Why is ORG-0023 high risk?,explain_risk_score,"{""category"": ""Cybersecurity"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000594""}",train
INT-000294,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Customer Protection"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000569""}",train
INT-000295,Give executive summary for MOF circular,summarize_circular,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000395""}",train
INT-000296,Which evidence is rejected for ORG-0016?,show_evidence_status,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000737""}",train
INT-000297,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000481""}",train
INT-000298,What is due this month?,deadline_query,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000402""}",test
INT-000299,What is due this month?,deadline_query,"{""category"": ""Liquidity Risk"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000065""}",validation
INT-000300,Set owner for obligation OBL-000741,assign_owner,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000741""}",train
INT-000301,Show circulars related to KYC/AML for FinTech,search_circular,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000208""}",train
INT-000302,Set owner for obligation OBL-000659,assign_owner,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000659""}",train
INT-000303,Show missing evidence for Outsourcing,show_evidence_status,"{""category"": ""Capital Adequacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000603""}",train
INT-000304,Why is ORG-0009 high risk?,explain_risk_score,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000452""}",train
INT-000305,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Disclosure"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000055""}",train
INT-000306,Compare policy POL-000049 with new circular CIR-00006,compare_policy_versions,"{""category"": ""Audit & Reporting"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000056""}",train
INT-000307,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000314""}",train
INT-000308,Explain the risk score for ORG-0001,explain_risk_score,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000368""}",validation
INT-000309,How do I fix Capital Adequacy gaps?,create_remediation_plan,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000533""}",train
INT-000310,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000027""}",test
INT-000311,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Audit & Reporting"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000063""}",train
INT-000312,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000153""}",validation
INT-000313,Who approved this mapping?,show_audit_trail,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000460""}",validation
INT-000314,Tell me what we must do for Trading Risk,extract_obligations,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000388""}",train
INT-000315,Generate compliance report for ORG-0007,generate_report,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000296""}",test
INT-000316,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Liquidity Risk"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000158""}",train
INT-000317,What is due this month?,deadline_query,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000085""}",train
INT-000318,Show audit trail for MAP-0000841,show_audit_trail,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000741""}",train
INT-000319,Is our policy covering obligation OBL-000681?,check_policy_gap,"{""category"": ""Disclosure"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000681""}",validation
INT-000320,What obligations are in circular CIR-00151?,extract_obligations,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000100""}",train
INT-000321,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000217""}",train
INT-000322,Generate compliance report for ORG-0020,generate_report,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000073""}",train
INT-000323,What is the main point of CIR-00006?,summarize_circular,"{""category"": ""Audit & Reporting"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000208""}",train
INT-000324,Who approved this mapping?,show_audit_trail,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000008""}",train
INT-000325,Who should own Trading Risk remediation?,assign_owner,"{""category"": ""Audit & Reporting"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000685""}",train
INT-000326,Show circulars related to Incident Management for Payments,search_circular,"{""category"": ""Outsourcing"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000169""}",train
INT-000327,Is our policy covering obligation OBL-000528?,check_policy_gap,"{""category"": ""Disclosure"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000528""}",train
INT-000328,Show audit trail for MAP-0000962,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000005""}",train
INT-000329,Generate compliance report for ORG-0003,generate_report,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000419""}",train
INT-000330,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000213""}",train
INT-000331,Tell me what we must do for Cybersecurity,extract_obligations,"{""category"": ""Liquidity Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0009"", ""obligation_id"": ""OBL-000487""}",train
INT-000332,Find latest RBI requirements for Disclosure,search_circular,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0026"", ""obligation_id"": ""OBL-000555""}",train
INT-000333,What is the main point of CIR-00131?,summarize_circular,"{""category"": ""Outsourcing"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000532""}",train
INT-000334,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Disclosure"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000252""}",train
INT-000335,Extract action items from CIR-00155,extract_obligations,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000543""}",train
INT-000336,Show audit trail for MAP-0000314,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000136""}",train
INT-000337,Find gaps for Business Continuity and Resilience Policy,check_policy_gap,"{""category"": ""Customer Protection"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000752""}",train
INT-000338,Who should own Audit & Reporting remediation?,assign_owner,"{""category"": ""KYC/AML"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000106""}",train
INT-000339,What is due this month?,deadline_query,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000118""}",train
INT-000340,Explain the risk score for ORG-0029,explain_risk_score,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000016""}",train
INT-000341,Why is ORG-0022 high risk?,explain_risk_score,"{""category"": ""Capital Adequacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000628""}",validation
INT-000342,Summarize CIR-00056 in simple words,summarize_circular,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000011""}",train
INT-000343,Who approved this mapping?,show_audit_trail,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000632""}",train
INT-000344,Export risk report for this month,generate_report,"{""category"": ""Disclosure"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000511""}",train
INT-000345,Compare policy POL-000067 with new circular CIR-00184,compare_policy_versions,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000215""}",validation
INT-000346,Which evidence is rejected for ORG-0007?,show_evidence_status,"{""category"": ""Liquidity Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000487""}",train
INT-000347,List recent LLM review events,show_audit_trail,"{""category"": ""Disclosure"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000208""}",validation
INT-000348,Extract action items from CIR-00128,extract_obligations,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000749""}",train
INT-000349,What is due this month?,deadline_query,"{""category"": ""Cybersecurity"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000056""}",train
INT-000350,Is our policy covering obligation OBL-000143?,check_policy_gap,"{""category"": ""KYC/AML"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000143""}",train
INT-000351,Why is ORG-0012 high risk?,explain_risk_score,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000228""}",train
INT-000352,Compare policy POL-000219 with new circular CIR-00206,compare_policy_versions,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000637""}",train
INT-000353,Explain the risk score for ORG-0028,explain_risk_score,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000503""}",train
INT-000354,Why is OBL-000386 marked partial?,check_policy_gap,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000386""}",test
INT-000355,Compare policy POL-000141 with new circular CIR-00062,compare_policy_versions,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000647""}",train
INT-000356,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Outsourcing"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000639""}",train
INT-000357,Which circular talks about Outsourcing risk?,search_circular,"{""category"": ""Liquidity Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000756""}",train
INT-000358,Show audit trail for MAP-0000219,show_audit_trail,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000086""}",train
INT-000359,Export risk report for this month,generate_report,"{""category"": ""KYC/AML"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000294""}",train
INT-000360,Prepare board summary for open findings,generate_report,"{""category"": ""Data Privacy"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000342""}",validation
INT-000361,What is the main point of CIR-00069?,summarize_circular,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000591""}",test
INT-000362,Do we have proof for obligation OBL-000642?,show_evidence_status,"{""category"": ""Incident Management"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000642""}",train
INT-000363,Create remediation steps for finding FND-000458,create_remediation_plan,"{""category"": ""Liquidity Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000466""}",train
INT-000364,Which evidence is rejected for ORG-0023?,show_evidence_status,"{""category"": ""Outsourcing"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000686""}",validation
INT-000365,Explain the risk score for ORG-0012,explain_risk_score,"{""category"": ""Cybersecurity"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000038""}",train
INT-000366,Show missing evidence for Customer Protection,show_evidence_status,"{""category"": ""Trading Risk"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000001""}",train
INT-000367,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0021"", ""obligation_id"": ""OBL-000249""}",test
INT-000368,List recent LLM review events,show_audit_trail,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000002""}",train
INT-000369,Show obligations due in 30 days,deadline_query,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000433""}",train
INT-000370,Do we have proof for obligation OBL-000684?,show_evidence_status,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000684""}",validation
INT-000371,Assign this finding to Legal,assign_owner,"{""category"": ""Capital Adequacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000465""}",train
INT-000372,Do we have proof for obligation OBL-000338?,show_evidence_status,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000338""}",train
INT-000373,What is the main point of CIR-00135?,summarize_circular,"{""category"": ""Trading Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000475""}",validation
INT-000374,How do I fix Outsourcing gaps?,create_remediation_plan,"{""category"": ""Trading Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000217""}",train
INT-000375,Show circulars related to Disclosure for Capital Markets,search_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000400""}",train
INT-000376,How do I fix Customer Protection gaps?,create_remediation_plan,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000551""}",train
INT-000377,List recent LLM review events,show_audit_trail,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000440""}",train
INT-000378,Why is OBL-000699 marked partial?,check_policy_gap,"{""category"": ""Capital Adequacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000699""}",train
INT-000379,Extract action items from CIR-00190,extract_obligations,"{""category"": ""Liquidity Risk"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0012"", ""obligation_id"": ""OBL-000022""}",train
INT-000380,Summarize CIR-00063 in simple words,summarize_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0029"", ""obligation_id"": ""OBL-000535""}",train
INT-000381,Generate compliance report for ORG-0023,generate_report,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0023"", ""obligation_id"": ""OBL-000680""}",train
INT-000382,Show obligations due in 30 days,deadline_query,"{""category"": ""Capital Adequacy"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0008"", ""obligation_id"": ""OBL-000183""}",train
INT-000383,Explain the risk score for ORG-0003,explain_risk_score,"{""category"": ""Outsourcing"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000239""}",train
INT-000384,Who approved this mapping?,show_audit_trail,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0027"", ""obligation_id"": ""OBL-000430""}",validation
INT-000385,What obligations are in circular CIR-00076?,extract_obligations,"{""category"": ""Liquidity Risk"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000205""}",train
INT-000386,Generate compliance report for ORG-0025,generate_report,"{""category"": ""Disclosure"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000341""}",validation
INT-000387,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Operational Resilience"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000328""}",train
INT-000388,Explain the risk score for ORG-0010,explain_risk_score,"{""category"": ""Data Privacy"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000091""}",train
INT-000389,What is the main point of CIR-00070?,summarize_circular,"{""category"": ""Outsourcing"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0001"", ""obligation_id"": ""OBL-000439""}",train
INT-000390,Set owner for obligation OBL-000203,assign_owner,"{""category"": ""Capital Adequacy"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000203""}",train
INT-000391,Is our policy covering obligation OBL-000322?,check_policy_gap,"{""category"": ""Capital Adequacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000322""}",test
INT-000392,Show drift for POL-000037,compare_policy_versions,"{""category"": ""Trading Risk"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000267""}",train
INT-000393,Export risk report for this month,generate_report,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000627""}",validation
INT-000394,Is our policy covering obligation OBL-000654?,check_policy_gap,"{""category"": ""Trading Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000654""}",train
INT-000395,Show drift for POL-000064,compare_policy_versions,"{""category"": ""Trading Risk"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0007"", ""obligation_id"": ""OBL-000484""}",train
INT-000396,What is the main point of CIR-00158?,summarize_circular,"{""category"": ""Cybersecurity"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000391""}",validation
INT-000397,Is our policy covering obligation OBL-000218?,check_policy_gap,"{""category"": ""Customer Protection"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0011"", ""obligation_id"": ""OBL-000218""}",train
INT-000398,Why is ORG-0025 high risk?,explain_risk_score,"{""category"": ""Trading Risk"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000602""}",validation
INT-000399,Set owner for obligation OBL-000605,assign_owner,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000605""}",train
INT-000400,Prepare board summary for open findings,generate_report,"{""category"": ""Data Privacy"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000622""}",train
INT-000401,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Operational Resilience"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0019"", ""obligation_id"": ""OBL-000699""}",validation
INT-000402,Show missing evidence for Data Privacy,show_evidence_status,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000053""}",train
INT-000403,Show missing evidence for Trading Risk,show_evidence_status,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000229""}",test
INT-000404,Show missing evidence for Incident Management,show_evidence_status,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0014"", ""obligation_id"": ""OBL-000754""}",train
INT-000405,Prepare board summary for open findings,generate_report,"{""category"": ""Audit & Reporting"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0003"", ""obligation_id"": ""OBL-000477""}",train
INT-000406,What changed from old requirement to new requirement?,compare_policy_versions,"{""category"": ""Cybersecurity"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0030"", ""obligation_id"": ""OBL-000164""}",train
INT-000407,What factors increased our compliance risk?,explain_risk_score,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0024"", ""obligation_id"": ""OBL-000579""}",validation
INT-000408,What is due this month?,deadline_query,"{""category"": ""Audit & Reporting"", ""regulator"": ""RBI"", ""org_id"": ""ORG-0022"", ""obligation_id"": ""OBL-000523""}",train
INT-000409,Show obligations due in 30 days,deadline_query,"{""category"": ""Capital Adequacy"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0016"", ""obligation_id"": ""OBL-000672""}",train
INT-000410,Show drift for POL-000062,compare_policy_versions,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0006"", ""obligation_id"": ""OBL-000106""}",train
INT-000411,Compare policy POL-000037 with new circular CIR-00122,compare_policy_versions,"{""category"": ""Outsourcing"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000681""}",train
INT-000412,Find latest MOF requirements for Operational Resilience,search_circular,"{""category"": ""Capital Adequacy"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0025"", ""obligation_id"": ""OBL-000152""}",train
INT-000413,How do I fix Customer Protection gaps?,create_remediation_plan,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0015"", ""obligation_id"": ""OBL-000545""}",test
INT-000414,Which circular deadlines are overdue?,deadline_query,"{""category"": ""Incident Management"", ""regulator"": ""FIU-IND"", ""org_id"": ""ORG-0002"", ""obligation_id"": ""OBL-000154""}",train
INT-000415,Show circulars related to Disclosure for Mutual Funds,search_circular,"{""category"": ""Customer Protection"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0020"", ""obligation_id"": ""OBL-000736""}",train
INT-000416,Show missing evidence for Customer Protection,show_evidence_status,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0004"", ""obligation_id"": ""OBL-000262""}",validation
INT-000417,Give me action plan for non-compliant obligations,create_remediation_plan,"{""category"": ""Capital Adequacy"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0013"", ""obligation_id"": ""OBL-000272""}",validation
INT-000418,Why is ORG-0017 high risk?,explain_risk_score,"{""category"": ""Audit & Reporting"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0017"", ""obligation_id"": ""OBL-000405""}",train
INT-000419,Assign this finding to Operations,assign_owner,"{""category"": ""Cybersecurity"", ""regulator"": ""NPCI"", ""org_id"": ""ORG-0005"", ""obligation_id"": ""OBL-000739""}",validation
INT-000420,Create remediation steps for finding FND-000506,create_remediation_plan,"{""category"": ""Incident Management"", ""regulator"": ""MOF"", ""org_id"": ""ORG-0028"", ""obligation_id"": ""OBL-000014""}",validation
INT-000421,Why is ORG-0010 high risk?,explain_risk_score,"{""category"": ""Incident Management"", ""regulator"": ""IRDAI"", ""org_id"": ""ORG-0010"", ""obligation_id"": ""OBL-000300""}",train
INT-000422,Export risk report for this month,generate_report,"{""category"": ""Operational Resilience"", ""regulator"": ""SEBI"", ""org_id"": ""ORG-0018"", ""obligation_id"": ""OBL-000670""}",train
