qa_id,user_question,expected_answer,intent,linked_circular_id,linked_obligation_id,linked_org_id,difficulty,split
QA-000506,Assign this finding to Finance,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00199,OBL-000270,ORG-0015,medium,validation
QA-000507,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00010,OBL-000411,ORG-0004,easy,validation
QA-000508,Find latest MOF requirements for Disclosure,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00132,OBL-000103,ORG-0030,hard,test
QA-000509,Which circular talks about Cybersecurity risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00193,OBL-000463,ORG-0016,medium,train
QA-000510,Who should own Outsourcing remediation?,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00063,OBL-000114,ORG-0021,medium,test
QA-000511,Do we have proof for obligation OBL-000560?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00075,OBL-000560,ORG-0029,easy,train
QA-000512,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00175,OBL-000002,ORG-0023,medium,train
QA-000513,Create remediation steps for finding FND-000039,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00070,OBL-000236,ORG-0004,easy,validation
QA-000514,Who should own Customer Protection remediation?,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00213,OBL-000204,ORG-0019,easy,train
QA-000515,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00201,OBL-000264,ORG-0006,easy,train
QA-000516,Explain the risk score for ORG-0015,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00036,OBL-000124,ORG-0015,hard,validation
QA-000517,Generate compliance report for ORG-0018,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00158,OBL-000687,ORG-0018,medium,validation
QA-000518,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00176,OBL-000545,ORG-0009,easy,train
QA-000519,Show missing evidence for Incident Management,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00185,OBL-000645,ORG-0027,easy,train
QA-000520,Give me action plan for non-compliant obligations,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00118,OBL-000183,ORG-0014,easy,validation
QA-000521,Which circular talks about Customer Protection risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00088,OBL-000619,ORG-0003,easy,train
QA-000522,Compare policy POL-000182 with new circular CIR-00052,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00052,OBL-000356,ORG-0018,easy,train
QA-000523,Create remediation steps for finding FND-000012,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00210,OBL-000493,ORG-0013,easy,test
QA-000524,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00184,OBL-000631,ORG-0017,easy,train
QA-000525,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00020,OBL-000420,ORG-0021,easy,validation
QA-000526,Create remediation steps for finding FND-000103,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00064,OBL-000359,ORG-0010,hard,test
QA-000527,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00149,OBL-000672,ORG-0006,easy,train
QA-000528,Explain the risk score for ORG-0017,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00073,OBL-000067,ORG-0017,easy,train
QA-000529,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00019,OBL-000383,ORG-0025,easy,train
QA-000530,Give executive summary for FIU-IND circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00206,OBL-000152,ORG-0017,medium,validation
QA-000531,Show circulars related to Disclosure for Brokerage,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00050,OBL-000384,ORG-0013,medium,validation
QA-000532,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00077,OBL-000030,ORG-0008,medium,test
QA-000533,List recent LLM review events,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00173,OBL-000369,ORG-0017,easy,train
QA-000534,Who approved this mapping?,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00035,OBL-000754,ORG-0010,easy,train
QA-000535,Prepare board summary for open findings,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00033,OBL-000257,ORG-0014,easy,train
QA-000536,Find gaps for Capital Adequacy Monitoring Policy,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00015,OBL-000296,ORG-0001,medium,train
QA-000537,What obligations are in circular CIR-00202?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00202,OBL-000328,ORG-0008,easy,train
QA-000538,Give executive summary for NPCI circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00101,OBL-000227,ORG-0003,easy,train
QA-000539,Prepare board summary for open findings,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00055,OBL-000122,ORG-0029,easy,train
QA-000540,Compare policy POL-000159 with new circular CIR-00191,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00191,OBL-000248,ORG-0016,easy,train
QA-000541,Explain the risk score for ORG-0029,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00198,OBL-000132,ORG-0029,easy,train
QA-000542,Is our policy covering obligation OBL-000699?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00176,OBL-000699,ORG-0030,medium,train
QA-000543,Which circular talks about Capital Adequacy risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00174,OBL-000015,ORG-0021,medium,train
QA-000544,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00124,OBL-000396,ORG-0028,easy,train
QA-000545,What obligations are in circular CIR-00008?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00008,OBL-000498,ORG-0021,easy,train
QA-000546,Is our policy covering obligation OBL-000132?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00164,OBL-000132,ORG-0030,easy,train
QA-000547,Show audit trail for MAP-0000105,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00112,OBL-000638,ORG-0028,medium,train
QA-000548,What is the main point of CIR-00113?,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00113,OBL-000223,ORG-0012,medium,validation
QA-000549,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00017,OBL-000455,ORG-0021,easy,test
QA-000550,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00043,OBL-000263,ORG-0026,easy,train
QA-000551,Set owner for obligation OBL-000480,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00127,OBL-000480,ORG-0011,easy,validation
QA-000552,Summarize CIR-00179 in simple words,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00179,OBL-000215,ORG-0030,easy,train
QA-000553,Explain the risk score for ORG-0027,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00193,OBL-000369,ORG-0027,medium,train
QA-000554,Which circular talks about Liquidity Risk risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00040,OBL-000285,ORG-0013,easy,validation
QA-000555,What obligations are in circular CIR-00211?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00211,OBL-000646,ORG-0019,medium,validation
QA-000556,What obligations are in circular CIR-00043?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00043,OBL-000444,ORG-0022,easy,train
QA-000557,Is our policy covering obligation OBL-000484?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00060,OBL-000484,ORG-0027,easy,train
QA-000558,Compare policy POL-000113 with new circular CIR-00073,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00073,OBL-000284,ORG-0011,medium,train
QA-000559,Give me action plan for non-compliant obligations,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00021,OBL-000129,ORG-0010,easy,train
QA-000560,Generate compliance report for ORG-0003,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00048,OBL-000253,ORG-0003,easy,train
QA-000561,Create remediation steps for finding FND-000484,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00025,OBL-000750,ORG-0018,medium,train
QA-000562,List recent LLM review events,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00107,OBL-000023,ORG-0029,medium,train
QA-000563,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00220,OBL-000214,ORG-0019,easy,train
QA-000564,Find latest SEBI requirements for Trading Risk,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00188,OBL-000607,ORG-0014,easy,train
QA-000565,Is our policy covering obligation OBL-000488?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00219,OBL-000488,ORG-0011,easy,train
QA-000566,Set owner for obligation OBL-000375,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00028,OBL-000375,ORG-0015,medium,train
QA-000567,Compare policy POL-000028 with new circular CIR-00022,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00022,OBL-000739,ORG-0003,easy,train
QA-000568,Set owner for obligation OBL-000266,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00173,OBL-000266,ORG-0021,easy,train
QA-000569,Give executive summary for NPCI circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00175,OBL-000733,ORG-0026,hard,validation
QA-000570,Extract action items from CIR-00216,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00216,OBL-000640,ORG-0027,easy,train
QA-000571,List recent LLM review events,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00150,OBL-000652,ORG-0012,hard,train
QA-000572,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00059,OBL-000073,ORG-0022,easy,train
QA-000573,Why is ORG-0021 high risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00095,OBL-000649,ORG-0021,easy,train
QA-000574,Why is OBL-000740 marked partial?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00007,OBL-000740,ORG-0028,medium,test
QA-000575,Explain the risk score for ORG-0028,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00142,OBL-000616,ORG-0028,medium,test
QA-000576,Which circular talks about KYC/AML risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00190,OBL-000003,ORG-0019,easy,validation
QA-000577,Show circulars related to Capital Adequacy for FinTech,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00049,OBL-000298,ORG-0025,medium,train
QA-000578,Assign this finding to Security,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00185,OBL-000083,ORG-0019,hard,train
QA-000579,Compare policy POL-000191 with new circular CIR-00044,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00044,OBL-000419,ORG-0019,medium,train
QA-000580,Export risk report for this month,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00090,OBL-000301,ORG-0030,medium,train
QA-000581,Which evidence is rejected for ORG-0012?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00027,OBL-000592,ORG-0012,easy,train
QA-000582,Tell me what we must do for Incident Management,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00061,OBL-000590,ORG-0029,medium,test
QA-000583,Why is OBL-000428 marked partial?,"Intent: check_policy_gap. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",check_policy_gap,CIR-00126,OBL-000428,ORG-0011,medium,test
QA-000584,What is due this month?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00128,OBL-000672,ORG-0025,easy,train
QA-000585,Summarize CIR-00104 in simple words,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00104,OBL-000470,ORG-0014,easy,train
QA-000586,Extract action items from CIR-00009,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00009,OBL-000727,ORG-0013,easy,train
QA-000587,Give executive summary for NPCI circular,"Intent: summarize_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",summarize_circular,CIR-00183,OBL-000730,ORG-0013,easy,train
QA-000588,How do I fix Operational Resilience gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00205,OBL-000445,ORG-0009,medium,test
QA-000589,Create remediation steps for finding FND-000089,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00030,OBL-000685,ORG-0003,medium,train
QA-000590,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00147,OBL-000338,ORG-0011,medium,validation
QA-000591,Set owner for obligation OBL-000505,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00056,OBL-000505,ORG-0030,hard,train
QA-000592,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00106,OBL-000516,ORG-0012,medium,train
QA-000593,Show drift for POL-000089,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00109,OBL-000682,ORG-0009,easy,train
QA-000594,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00072,OBL-000643,ORG-0012,easy,train
QA-000595,What obligations are in circular CIR-00154?,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00154,OBL-000267,ORG-0015,easy,train
QA-000596,Assign this finding to Audit,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00025,OBL-000627,ORG-0022,easy,train
QA-000597,Show audit trail for MAP-0000119,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00099,OBL-000159,ORG-0004,medium,train
QA-000598,Set owner for obligation OBL-000155,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00049,OBL-000155,ORG-0009,hard,validation
QA-000599,Prepare board summary for open findings,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00101,OBL-000560,ORG-0020,easy,validation
QA-000600,Extract action items from CIR-00133,"Intent: extract_obligations. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",extract_obligations,CIR-00133,OBL-000505,ORG-0027,hard,validation
QA-000601,Generate compliance report for ORG-0023,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00005,OBL-000577,ORG-0023,medium,train
QA-000602,How do I fix Outsourcing gaps?,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00133,OBL-000195,ORG-0022,easy,train
QA-000603,Show obligations due in 30 days,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00124,OBL-000477,ORG-0019,easy,validation
QA-000604,What changed from old requirement to new requirement?,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00020,OBL-000405,ORG-0016,hard,train
QA-000605,List recent LLM review events,"Intent: show_audit_trail. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_audit_trail,CIR-00096,OBL-000453,ORG-0013,medium,train
QA-000606,Which circular deadlines are overdue?,"Intent: deadline_query. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",deadline_query,CIR-00157,OBL-000037,ORG-0020,easy,train
QA-000607,Assign this finding to Data Governance,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00194,OBL-000369,ORG-0019,hard,train
QA-000608,Set owner for obligation OBL-000113,"Intent: assign_owner. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",assign_owner,CIR-00009,OBL-000113,ORG-0002,medium,train
QA-000609,Show circulars related to Liquidity Risk for FinTech,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00210,OBL-000466,ORG-0023,medium,train
QA-000610,Give me action plan for non-compliant obligations,"Intent: create_remediation_plan. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",create_remediation_plan,CIR-00176,OBL-000041,ORG-0001,easy,train
QA-000611,Which circular talks about Capital Adequacy risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00074,OBL-000181,ORG-0024,easy,train
QA-000612,Which circular talks about Outsourcing risk?,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00134,OBL-000595,ORG-0015,easy,train
QA-000613,Show drift for POL-000082,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00154,OBL-000688,ORG-0008,medium,train
QA-000614,Generate compliance report for ORG-0017,"Intent: generate_report. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",generate_report,CIR-00148,OBL-000348,ORG-0017,medium,train
QA-000615,Find latest FIU-IND requirements for Capital Adequacy,"Intent: search_circular. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",search_circular,CIR-00138,OBL-000253,ORG-0002,hard,train
QA-000616,What factors increased our compliance risk?,"Intent: explain_risk_score. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",explain_risk_score,CIR-00043,OBL-000167,ORG-0016,easy,validation
QA-000617,Do we have proof for obligation OBL-000133?,"Intent: show_evidence_status. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",show_evidence_status,CIR-00059,OBL-000133,ORG-0027,medium,train
QA-000618,Compare policy POL-000166 with new circular CIR-00199,"Intent: compare_policy_versions. NiyamGuard should retrieve linked regulatory text, obligation mappings, evidence, and risk labels; then provide a concise compliance answer with citations to internal records.",compare_policy_versions,CIR-00199,OBL-000148,ORG-0016,easy,train
