circular_id,regulator_code,sector,title,issue_date,effective_date,due_date,category,severity,jurisdiction,summary,full_text,source_url,status,keywords,version
CIR-00112,SEBI,Insurance,SEBI circular on data privacy requirements for insurance entities,2025-05-19,2025-06-21,2025-08-06,Data Privacy,Medium,India / Synthetic Demo,Synthetic Data Privacy requirement for Insurance firms to document outsourced vendor controls.,"This synthetic circular requires regulated entities in the Insurance sector to document outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/112,Active,"Data Privacy,Insurance,Medium,document,outsourced",v2.0
CIR-00113,NPCI,Mutual Funds,NPCI circular on cybersecurity requirements for mutual funds entities,2024-09-09,2024-11-26,2025-02-14,Cybersecurity,Medium,India / Synthetic Demo,Synthetic Cybersecurity requirement for Mutual Funds firms to monitor transaction alerts.,"This synthetic circular requires regulated entities in the Mutual Funds sector to monitor transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/113,Active,"Cybersecurity,Medium,Mutual Funds,monitor,transaction",v1.0
CIR-00114,NPCI,Brokerage,NPCI circular on capital adequacy requirements for brokerage entities,2024-12-03,2025-02-12,2025-06-07,Capital Adequacy,High,India / Synthetic Demo,Synthetic Capital Adequacy requirement for Brokerage firms to validate liquidity stress testing.,"This synthetic circular requires regulated entities in the Brokerage sector to validate liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/114,Draft,"Brokerage,Capital Adequacy,High,liquidity,validate",v1.0
CIR-00115,IRDAI,Payments,IRDAI circular on capital adequacy requirements for payments entities,2024-06-30,2024-09-03,2024-12-23,Capital Adequacy,Medium,India / Synthetic Demo,Synthetic Capital Adequacy requirement for Payments firms to review investor disclosures.,"This synthetic circular requires regulated entities in the Payments sector to review investor disclosures. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/115,Active,"Capital Adequacy,Medium,Payments,investor,review",v2.0
CIR-00116,FIU-IND,Mutual Funds,FIU-IND circular on operational resilience requirements for mutual funds entities,2026-04-16,2026-06-20,2026-10-21,Operational Resilience,Medium,India / Synthetic Demo,Synthetic Operational Resilience requirement for Mutual Funds firms to standardize risk appetite limits.,"This synthetic circular requires regulated entities in the Mutual Funds sector to standardize risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/116,Active,"Medium,Mutual Funds,Operational Resilience,risk,standardize",v3.0
CIR-00117,SEBI,Banking,SEBI circular on incident management requirements for banking entities,2025-04-17,2025-05-28,2025-10-17,Incident Management,Critical,India / Synthetic Demo,Synthetic Incident Management requirement for Banking firms to review investor disclosures.,"This synthetic circular requires regulated entities in the Banking sector to review investor disclosures. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/117,Active,"Banking,Critical,Incident Management,investor,review",v2.0
CIR-00118,MOF,Capital Markets,MOF circular on customer protection requirements for capital markets entities,2024-09-04,2024-10-21,2024-12-29,Customer Protection,High,India / Synthetic Demo,Synthetic Customer Protection requirement for Capital Markets firms to validate outsourced vendor controls.,"This synthetic circular requires regulated entities in the Capital Markets sector to validate outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/118,Active,"Capital Markets,Customer Protection,High,outsourced,validate",v3.0
CIR-00119,NPCI,Brokerage,NPCI circular on audit & reporting requirements for brokerage entities,2026-06-09,2026-08-16,2027-02-01,Audit & Reporting,Medium,India / Synthetic Demo,Synthetic Audit & Reporting requirement for Brokerage firms to strengthen brokerage surveillance.,"This synthetic circular requires regulated entities in the Brokerage sector to strengthen brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/119,Active,"Audit & Reporting,Brokerage,Medium,brokerage,strengthen",v3.0
CIR-00120,FIU-IND,NBFC,FIU-IND circular on incident management requirements for nbfc entities,2024-09-11,2024-11-10,2025-01-21,Incident Management,Low,India / Synthetic Demo,Synthetic Incident Management requirement for NBFC firms to report customer due diligence.,"This synthetic circular requires regulated entities in the NBFC sector to report customer due diligence. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/120,Active,"Incident Management,Low,NBFC,customer,report",v3.0
CIR-00121,MOF,Brokerage,MOF circular on incident management requirements for brokerage entities,2024-12-05,2025-02-13,2025-04-11,Incident Management,Critical,India / Synthetic Demo,Synthetic Incident Management requirement for Brokerage firms to strengthen transaction alerts.,"This synthetic circular requires regulated entities in the Brokerage sector to strengthen transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Critical supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/121,Active,"Brokerage,Critical,Incident Management,strengthen,transaction",v3.0
CIR-00122,MOF,Payments,MOF circular on outsourcing requirements for payments entities,2025-02-04,2025-04-19,2025-10-16,Outsourcing,Medium,India / Synthetic Demo,Synthetic Outsourcing requirement for Payments firms to retain board oversight.,"This synthetic circular requires regulated entities in the Payments sector to retain board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Outsourcing with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/122,Active,"Medium,Outsourcing,Payments,board,retain",v1.0
CIR-00123,NPCI,Insurance,NPCI circular on cybersecurity requirements for insurance entities,2024-03-28,2024-04-26,2024-07-01,Cybersecurity,Medium,India / Synthetic Demo,Synthetic Cybersecurity requirement for Insurance firms to disclose UPI dispute handling.,"This synthetic circular requires regulated entities in the Insurance sector to disclose UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/123,Active,"Cybersecurity,Insurance,Medium,UPI,disclose",v1.0
CIR-00124,FIU-IND,Mutual Funds,FIU-IND circular on customer protection requirements for mutual funds entities,2025-03-24,2025-06-04,2025-09-23,Customer Protection,Medium,India / Synthetic Demo,Synthetic Customer Protection requirement for Mutual Funds firms to standardize UPI dispute handling.,"This synthetic circular requires regulated entities in the Mutual Funds sector to standardize UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/124,Active,"Customer Protection,Medium,Mutual Funds,UPI,standardize",v3.0
CIR-00125,RBI,Mutual Funds,RBI circular on kyc/aml requirements for mutual funds entities,2025-11-24,2025-12-30,2026-04-01,KYC/AML,High,India / Synthetic Demo,Synthetic KYC/AML requirement for Mutual Funds firms to retain board oversight.,"This synthetic circular requires regulated entities in the Mutual Funds sector to retain board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under KYC/AML with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/125,Active,"High,KYC/AML,Mutual Funds,board,retain",v2.0
CIR-00126,FIU-IND,FinTech,FIU-IND circular on disclosure requirements for fintech entities,2025-02-18,2025-03-28,2025-06-13,Disclosure,Medium,India / Synthetic Demo,Synthetic Disclosure requirement for FinTech firms to validate outsourced vendor controls.,"This synthetic circular requires regulated entities in the FinTech sector to validate outsourced vendor controls. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/126,Active,"Disclosure,FinTech,Medium,outsourced,validate",v3.0
CIR-00127,SEBI,Brokerage,SEBI circular on customer protection requirements for brokerage entities,2025-12-22,2026-02-02,2026-04-25,Customer Protection,Medium,India / Synthetic Demo,Synthetic Customer Protection requirement for Brokerage firms to review investor disclosures.,"This synthetic circular requires regulated entities in the Brokerage sector to review investor disclosures. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/127,Superseded,"Brokerage,Customer Protection,Medium,investor,review",v1.0
CIR-00128,FIU-IND,Capital Markets,FIU-IND circular on cybersecurity requirements for capital markets entities,2024-07-20,2024-10-01,2024-11-29,Cybersecurity,Medium,India / Synthetic Demo,Synthetic Cybersecurity requirement for Capital Markets firms to review liquidity stress testing.,"This synthetic circular requires regulated entities in the Capital Markets sector to review liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/128,Superseded,"Capital Markets,Cybersecurity,Medium,liquidity,review",v3.0
CIR-00129,MOF,Brokerage,MOF circular on capital adequacy requirements for brokerage entities,2025-08-24,2025-09-22,2026-01-19,Capital Adequacy,High,India / Synthetic Demo,Synthetic Capital Adequacy requirement for Brokerage firms to disclose incident reporting.,"This synthetic circular requires regulated entities in the Brokerage sector to disclose incident reporting. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/129,Active,"Brokerage,Capital Adequacy,High,disclose,incident",v3.0
CIR-00130,MOF,NBFC,MOF circular on trading risk requirements for nbfc entities,2024-11-16,2024-12-16,2025-03-17,Trading Risk,High,India / Synthetic Demo,Synthetic Trading Risk requirement for NBFC firms to review transaction alerts.,"This synthetic circular requires regulated entities in the NBFC sector to review transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/130,Active,"High,NBFC,Trading Risk,review,transaction",v3.0
CIR-00131,SEBI,Brokerage,SEBI circular on outsourcing requirements for brokerage entities,2024-05-21,2024-08-17,2024-12-23,Outsourcing,Medium,India / Synthetic Demo,Synthetic Outsourcing requirement for Brokerage firms to validate board oversight.,"This synthetic circular requires regulated entities in the Brokerage sector to validate board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Outsourcing with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/131,Active,"Brokerage,Medium,Outsourcing,board,validate",v3.0
CIR-00132,MOF,Capital Markets,MOF circular on incident management requirements for capital markets entities,2025-05-16,2025-07-06,2025-09-09,Incident Management,Medium,India / Synthetic Demo,Synthetic Incident Management requirement for Capital Markets firms to document brokerage surveillance.,"This synthetic circular requires regulated entities in the Capital Markets sector to document brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/mof/132,Superseded,"Capital Markets,Incident Management,Medium,brokerage,document",v3.0
CIR-00133,RBI,Banking,RBI circular on capital adequacy requirements for banking entities,2024-07-18,2024-09-20,2025-03-12,Capital Adequacy,Medium,India / Synthetic Demo,Synthetic Capital Adequacy requirement for Banking firms to retain liquidity stress testing.,"This synthetic circular requires regulated entities in the Banking sector to retain liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/133,Active,"Banking,Capital Adequacy,Medium,liquidity,retain",v3.0
CIR-00134,NPCI,FinTech,NPCI circular on disclosure requirements for fintech entities,2024-03-25,2024-06-20,2024-07-27,Disclosure,Medium,India / Synthetic Demo,Synthetic Disclosure requirement for FinTech firms to automate UPI dispute handling.,"This synthetic circular requires regulated entities in the FinTech sector to automate UPI dispute handling. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/134,Active,"Disclosure,FinTech,Medium,UPI,automate",v1.0
CIR-00135,FIU-IND,Capital Markets,FIU-IND circular on trading risk requirements for capital markets entities,2025-08-02,2025-10-19,2026-04-07,Trading Risk,High,India / Synthetic Demo,Synthetic Trading Risk requirement for Capital Markets firms to retain transaction alerts.,"This synthetic circular requires regulated entities in the Capital Markets sector to retain transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/135,Active,"Capital Markets,High,Trading Risk,retain,transaction",v2.0
CIR-00136,FIU-IND,Banking,FIU-IND circular on capital adequacy requirements for banking entities,2025-03-27,2025-06-19,2025-09-12,Capital Adequacy,High,India / Synthetic Demo,Synthetic Capital Adequacy requirement for Banking firms to validate transaction alerts.,"This synthetic circular requires regulated entities in the Banking sector to validate transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Capital Adequacy with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/136,Active,"Banking,Capital Adequacy,High,transaction,validate",v3.0
CIR-00137,SEBI,Banking,SEBI circular on trading risk requirements for banking entities,2024-12-22,2025-01-17,2025-06-08,Trading Risk,Medium,India / Synthetic Demo,Synthetic Trading Risk requirement for Banking firms to standardize capital calculations.,"This synthetic circular requires regulated entities in the Banking sector to standardize capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Trading Risk with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/137,Active,"Banking,Medium,Trading Risk,capital,standardize",v3.0
CIR-00138,FIU-IND,Mutual Funds,FIU-IND circular on liquidity risk requirements for mutual funds entities,2025-09-16,2025-11-24,2026-02-04,Liquidity Risk,High,India / Synthetic Demo,Synthetic Liquidity Risk requirement for Mutual Funds firms to report board oversight.,"This synthetic circular requires regulated entities in the Mutual Funds sector to report board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/fiu-ind/138,Active,"High,Liquidity Risk,Mutual Funds,board,report",v1.0
CIR-00139,RBI,Mutual Funds,RBI circular on audit & reporting requirements for mutual funds entities,2025-09-03,2025-11-25,2026-02-06,Audit & Reporting,Medium,India / Synthetic Demo,Synthetic Audit & Reporting requirement for Mutual Funds firms to disclose investor disclosures.,"This synthetic circular requires regulated entities in the Mutual Funds sector to disclose investor disclosures. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Audit & Reporting with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/139,Active,"Audit & Reporting,Medium,Mutual Funds,disclose,investor",v3.0
CIR-00140,IRDAI,NBFC,IRDAI circular on outsourcing requirements for nbfc entities,2026-02-07,2026-04-15,2026-05-30,Outsourcing,Low,India / Synthetic Demo,Synthetic Outsourcing requirement for NBFC firms to review liquidity stress testing.,"This synthetic circular requires regulated entities in the NBFC sector to review liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Outsourcing with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/140,Active,"Low,NBFC,Outsourcing,liquidity,review",v1.0
CIR-00141,SEBI,Mutual Funds,SEBI circular on data privacy requirements for mutual funds entities,2026-02-18,2026-04-24,2026-09-26,Data Privacy,High,India / Synthetic Demo,Synthetic Data Privacy requirement for Mutual Funds firms to document risk appetite limits.,"This synthetic circular requires regulated entities in the Mutual Funds sector to document risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Data Privacy with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/141,Active,"Data Privacy,High,Mutual Funds,document,risk",v3.0
CIR-00142,NPCI,FinTech,NPCI circular on disclosure requirements for fintech entities,2026-03-24,2026-04-19,2026-08-30,Disclosure,Low,India / Synthetic Demo,Synthetic Disclosure requirement for FinTech firms to retain investor disclosures.,"This synthetic circular requires regulated entities in the FinTech sector to retain investor disclosures. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/142,Active,"Disclosure,FinTech,Low,investor,retain",v2.0
CIR-00143,NPCI,Mutual Funds,NPCI circular on customer protection requirements for mutual funds entities,2026-06-08,2026-07-04,2026-11-28,Customer Protection,Medium,India / Synthetic Demo,Synthetic Customer Protection requirement for Mutual Funds firms to disclose transaction alerts.,"This synthetic circular requires regulated entities in the Mutual Funds sector to disclose transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/143,Active,"Customer Protection,Medium,Mutual Funds,disclose,transaction",v2.0
CIR-00144,SEBI,Payments,SEBI circular on disclosure requirements for payments entities,2024-11-26,2025-01-16,2025-05-12,Disclosure,Medium,India / Synthetic Demo,Synthetic Disclosure requirement for Payments firms to retain risk appetite limits.,"This synthetic circular requires regulated entities in the Payments sector to retain risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/144,Active,"Disclosure,Medium,Payments,retain,risk",v2.0
CIR-00145,IRDAI,Banking,IRDAI circular on incident management requirements for banking entities,2025-10-03,2025-12-15,2026-01-18,Incident Management,Low,India / Synthetic Demo,Synthetic Incident Management requirement for Banking firms to standardize board oversight.,"This synthetic circular requires regulated entities in the Banking sector to standardize board oversight. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/145,Active,"Banking,Incident Management,Low,board,standardize",v1.0
CIR-00146,NPCI,Capital Markets,NPCI circular on operational resilience requirements for capital markets entities,2024-11-05,2024-12-10,2025-03-20,Operational Resilience,High,India / Synthetic Demo,Synthetic Operational Resilience requirement for Capital Markets firms to standardize liquidity stress testing.,"This synthetic circular requires regulated entities in the Capital Markets sector to standardize liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/npci/146,Active,"Capital Markets,High,Operational Resilience,liquidity,standardize",v1.0
CIR-00147,IRDAI,Capital Markets,IRDAI circular on incident management requirements for capital markets entities,2025-10-02,2025-11-25,2026-02-22,Incident Management,Low,India / Synthetic Demo,Synthetic Incident Management requirement for Capital Markets firms to validate liquidity stress testing.,"This synthetic circular requires regulated entities in the Capital Markets sector to validate liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/147,Active,"Capital Markets,Incident Management,Low,liquidity,validate",v1.0
CIR-00148,RBI,FinTech,RBI circular on operational resilience requirements for fintech entities,2025-08-30,2025-10-12,2026-03-23,Operational Resilience,Low,India / Synthetic Demo,Synthetic Operational Resilience requirement for FinTech firms to monitor customer due diligence.,"This synthetic circular requires regulated entities in the FinTech sector to monitor customer due diligence. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Operational Resilience with Low supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/148,Active,"FinTech,Low,Operational Resilience,customer,monitor",v2.0
CIR-00149,RBI,Capital Markets,RBI circular on disclosure requirements for capital markets entities,2024-08-22,2024-10-25,2024-12-16,Disclosure,Medium,India / Synthetic Demo,Synthetic Disclosure requirement for Capital Markets firms to standardize transaction alerts.,"This synthetic circular requires regulated entities in the Capital Markets sector to standardize transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/149,Active,"Capital Markets,Disclosure,Medium,standardize,transaction",v2.0
CIR-00150,SEBI,Capital Markets,SEBI circular on disclosure requirements for capital markets entities,2025-11-24,2025-12-27,2026-02-12,Disclosure,High,India / Synthetic Demo,Synthetic Disclosure requirement for Capital Markets firms to retain risk appetite limits.,"This synthetic circular requires regulated entities in the Capital Markets sector to retain risk appetite limits. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Disclosure with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/150,Active,"Capital Markets,Disclosure,High,retain,risk",v3.0
CIR-00151,SEBI,Mutual Funds,SEBI circular on customer protection requirements for mutual funds entities,2025-10-05,2025-11-08,2026-03-23,Customer Protection,High,India / Synthetic Demo,Synthetic Customer Protection requirement for Mutual Funds firms to report liquidity stress testing.,"This synthetic circular requires regulated entities in the Mutual Funds sector to report liquidity stress testing. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Customer Protection with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/151,Active,"Customer Protection,High,Mutual Funds,liquidity,report",v1.0
CIR-00152,RBI,Capital Markets,RBI circular on cybersecurity requirements for capital markets entities,2025-08-26,2025-10-29,2026-02-25,Cybersecurity,High,India / Synthetic Demo,Synthetic Cybersecurity requirement for Capital Markets firms to validate brokerage surveillance.,"This synthetic circular requires regulated entities in the Capital Markets sector to validate brokerage surveillance. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Cybersecurity with High supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/rbi/152,Active,"Capital Markets,Cybersecurity,High,brokerage,validate",v1.0
CIR-00153,IRDAI,NBFC,IRDAI circular on incident management requirements for nbfc entities,2025-09-07,2025-10-28,2025-12-03,Incident Management,Medium,India / Synthetic Demo,Synthetic Incident Management requirement for NBFC firms to review capital calculations.,"This synthetic circular requires regulated entities in the NBFC sector to review capital calculations. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Incident Management with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/irdai/153,Active,"Incident Management,Medium,NBFC,capital,review",v3.0
CIR-00154,SEBI,Brokerage,SEBI circular on liquidity risk requirements for brokerage entities,2024-02-25,2024-04-10,2024-09-13,Liquidity Risk,Medium,India / Synthetic Demo,Synthetic Liquidity Risk requirement for Brokerage firms to validate transaction alerts.,"This synthetic circular requires regulated entities in the Brokerage sector to validate transaction alerts. Entities must assign accountable owners, maintain auditable evidence, update internal policies, and submit compliance confirmation within prescribed timelines. The requirement is categorized under Liquidity Risk with Medium supervisory importance. NiyamGuard uses this text for obligation extraction, drift detection, evidence review, and risk scoring demonstrations.",synthetic://niyamguard/regulatory/sebi/154,Active,"Brokerage,Liquidity Risk,Medium,transaction,validate",v3.0
