policy_id,org_id,policy_title,department,owner_role,version,effective_from,last_updated_at,next_review_date,status,policy_text,tags
POL-000141,ORG-0014,AML Transaction Monitoring Policy,Legal,Operations Lead,4.0,2024-03-13,2024-04-26T08:24:00,2025-07-10,Pending Review,"AML Transaction Monitoring Policy for Zetta Securities 14 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Incident Management"
POL-000142,ORG-0014,KYC and Customer Due Diligence Policy,Finance,Policy Owner,4.0,2025-08-22,2025-11-30T19:55:00,2026-12-08,Approved,"KYC and Customer Due Diligence Policy for Zetta Securities 14 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Finance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Operational Resilience"
POL-000143,ORG-0014,Capital Adequacy Monitoring Policy,Risk,Admin,5.0,2024-03-31,2024-06-25T13:15:00,2025-08-05,Pending Review,"Capital Adequacy Monitoring Policy for Zetta Securities 14 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Disclosure"
POL-000144,ORG-0014,Cyber Incident Response Policy,Compliance,Risk Manager,4.0,2025-10-15,2026-02-12T12:53:00,2027-01-13,Approved,"Cyber Incident Response Policy for Zetta Securities 14 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Incident Management"
POL-000145,ORG-0014,Model Risk Governance Policy,Data Governance,Legal Reviewer,5.0,2025-03-05,2025-04-29T09:00:00,2025-12-25,Approved,"Model Risk Governance Policy for Zetta Securities 14 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Operational Resilience"
POL-000146,ORG-0014,Disclosure and Investor Communication Policy,Trading Desk,Admin,5.0,2024-08-14,2024-10-18T18:17:00,2025-06-06,Expired,"Disclosure and Investor Communication Policy for Zetta Securities 14 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Customer Protection"
POL-000147,ORG-0015,Regulatory Reporting Policy,Risk,Auditor,5.0,2024-04-30,2024-06-25T17:43:00,2025-07-25,Expired,"Regulatory Reporting Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Liquidity Risk"
POL-000148,ORG-0015,Liquidity Risk Monitoring Policy,Data Governance,Data Protection Officer,1.0,2025-10-24,2026-02-20T15:36:00,2027-02-27,Approved,"Liquidity Risk Monitoring Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Incident Management"
POL-000149,ORG-0015,Disclosure and Investor Communication Policy,Compliance,Admin,4.0,2024-08-09,2024-09-11T08:40:00,2025-07-29,Approved,"Disclosure and Investor Communication Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,KYC/AML"
POL-000150,ORG-0015,Capital Adequacy Monitoring Policy,Security,Operations Lead,4.0,2025-01-02,2025-02-26T11:17:00,2026-01-21,Approved,"Capital Adequacy Monitoring Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Customer Protection"
POL-000151,ORG-0015,Business Continuity and Resilience Policy,Legal,ML Reviewer,3.0,2024-08-02,2024-11-18T16:41:00,2025-07-20,Approved,"Business Continuity and Resilience Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Data Privacy"
POL-000152,ORG-0015,Outsourcing Governance Policy,Risk,Operations Lead,4.0,2024-12-07,2025-03-05T16:47:00,2026-03-28,Pending Review,"Outsourcing Governance Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Operational Resilience,Capital Adequacy"
POL-000153,ORG-0015,Access Control and Review Policy,Risk,Risk Manager,3.0,2026-01-09,2026-04-10T14:20:00,2027-03-14,Approved,"Access Control and Review Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Disclosure"
POL-000154,ORG-0015,KYC and Customer Due Diligence Policy,Security,Data Protection Officer,2.0,2025-12-25,2026-02-17T13:51:00,2027-01-11,Pending Review,"KYC and Customer Due Diligence Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Liquidity Risk"
POL-000155,ORG-0015,Third Party Risk Management Policy,Compliance,Auditor,3.0,2024-04-24,2024-07-17T12:58:00,2025-05-28,Approved,"Third Party Risk Management Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Trading Risk"
POL-000156,ORG-0015,Customer Complaint Handling Policy,IT,Security Officer,5.0,2024-07-01,2024-09-28T19:04:00,2025-05-17,Approved,"Customer Complaint Handling Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Audit & Reporting"
POL-000157,ORG-0015,Model Risk Governance Policy,Security,Operations Lead,4.0,2024-05-29,2024-08-15T13:25:00,2025-03-29,Expired,"Model Risk Governance Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Trading Risk"
POL-000158,ORG-0015,Trading Limit and Surveillance Policy,Audit,Operations Lead,5.0,2024-03-25,2024-05-02T15:52:00,2024-12-30,Approved,"Trading Limit and Surveillance Policy for Veda Holdings 15 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Incident Management"
POL-000159,ORG-0016,KYC and Customer Due Diligence Policy,Compliance,Auditor,2.0,2024-10-30,2024-11-11T17:30:00,2026-02-26,Approved,"KYC and Customer Due Diligence Policy for CapitalNest Securities 16 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Liquidity Risk"
POL-000160,ORG-0016,Customer Complaint Handling Policy,Operations,Policy Owner,5.0,2025-02-26,2025-06-24T16:37:00,2026-03-05,Approved,"Customer Complaint Handling Policy for CapitalNest Securities 16 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Trading Risk"
POL-000161,ORG-0016,Data Retention and Privacy Policy,Security,Operations Lead,3.0,2025-03-17,2025-05-12T11:20:00,2026-04-29,Approved,"Data Retention and Privacy Policy for CapitalNest Securities 16 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Data Privacy"
POL-000162,ORG-0016,Access Control and Review Policy,Operations,Admin,3.0,2025-07-05,2025-07-31T09:58:00,2026-10-18,Expired,"Access Control and Review Policy for CapitalNest Securities 16 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Customer Protection"
POL-000163,ORG-0016,Business Continuity and Resilience Policy,Data Governance,Admin,5.0,2024-04-17,2024-05-26T19:22:00,2025-07-14,Approved,"Business Continuity and Resilience Policy for CapitalNest Securities 16 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Operational Resilience"
POL-000164,ORG-0016,Model Risk Governance Policy,Security,Compliance Officer,4.0,2025-08-11,2025-10-18T17:28:00,2026-09-12,Approved,"Model Risk Governance Policy for CapitalNest Securities 16 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Data Privacy"
POL-000165,ORG-0016,Regulatory Reporting Policy,IT,ML Reviewer,1.0,2025-04-04,2025-07-06T08:57:00,2026-03-28,Approved,"Regulatory Reporting Policy for CapitalNest Securities 16 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Data Privacy"
POL-000166,ORG-0016,Liquidity Risk Monitoring Policy,Data Governance,Legal Reviewer,1.0,2024-03-07,2024-05-28T12:57:00,2025-06-06,Approved,"Liquidity Risk Monitoring Policy for CapitalNest Securities 16 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,Customer Protection"
POL-000167,ORG-0016,Trading Limit and Surveillance Policy,Legal,Auditor,4.0,2025-02-09,2025-05-14T15:19:00,2026-03-23,Approved,"Trading Limit and Surveillance Policy for CapitalNest Securities 16 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Capital Adequacy"
POL-000168,ORG-0016,AML Transaction Monitoring Policy,Audit,Security Officer,2.0,2025-06-04,2025-07-02T16:43:00,2026-07-29,Approved,"AML Transaction Monitoring Policy for CapitalNest Securities 16 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Banking operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Audit & Reporting"
POL-000169,ORG-0017,Access Control and Review Policy,Operations,Admin,2.0,2024-09-11,2024-12-29T10:53:00,2025-07-24,Approved,"Access Control and Review Policy for CapitalNest Bank 17 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Cybersecurity"
POL-000170,ORG-0017,Business Continuity and Resilience Policy,Risk,Security Officer,3.0,2024-04-06,2024-06-28T19:43:00,2025-04-10,Pending Review,"Business Continuity and Resilience Policy for CapitalNest Bank 17 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Customer Protection"
POL-000171,ORG-0017,Trading Limit and Surveillance Policy,Data Governance,Risk Manager,2.0,2024-07-06,2024-08-24T13:11:00,2025-09-30,Approved,"Trading Limit and Surveillance Policy for CapitalNest Bank 17 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Customer Protection"
POL-000172,ORG-0017,Regulatory Reporting Policy,Legal,Security Officer,1.0,2024-09-23,2024-10-28T11:22:00,2025-12-02,Approved,"Regulatory Reporting Policy for CapitalNest Bank 17 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Customer Protection"
POL-000173,ORG-0017,AML Transaction Monitoring Policy,IT,Compliance Officer,1.0,2024-09-20,2024-12-16T08:35:00,2025-07-02,Approved,"AML Transaction Monitoring Policy for CapitalNest Bank 17 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Data Privacy"
POL-000174,ORG-0017,Model Risk Governance Policy,IT,Compliance Officer,1.0,2024-01-13,2024-03-04T14:19:00,2024-10-16,Pending Review,"Model Risk Governance Policy for CapitalNest Bank 17 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,Liquidity Risk"
POL-000175,ORG-0017,Disclosure and Investor Communication Policy,Risk,Auditor,3.0,2024-06-25,2024-09-24T17:31:00,2025-05-07,Approved,"Disclosure and Investor Communication Policy for CapitalNest Bank 17 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Cybersecurity"
POL-000176,ORG-0017,Capital Adequacy Monitoring Policy,Audit,Admin,2.0,2025-01-18,2025-02-19T15:45:00,2026-05-19,Pending Review,"Capital Adequacy Monitoring Policy for CapitalNest Bank 17 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Outsourcing"
POL-000177,ORG-0018,Liquidity Risk Monitoring Policy,Security,Operations Lead,3.0,2024-04-20,2024-07-26T10:37:00,2025-05-27,Approved,"Liquidity Risk Monitoring Policy for BlueRiver Finance 18 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Customer Protection"
POL-000178,ORG-0018,Disclosure and Investor Communication Policy,Audit,Admin,2.0,2024-06-07,2024-07-30T15:59:00,2025-08-19,Approved,"Disclosure and Investor Communication Policy for BlueRiver Finance 18 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Customer Protection"
POL-000179,ORG-0018,Customer Complaint Handling Policy,IT,Operations Lead,1.0,2024-03-08,2024-04-18T13:09:00,2025-02-02,Expired,"Customer Complaint Handling Policy for BlueRiver Finance 18 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Operational Resilience"
POL-000180,ORG-0018,KYC and Customer Due Diligence Policy,Compliance,Compliance Officer,4.0,2025-01-01,2025-03-13T18:45:00,2026-04-09,Pending Review,"KYC and Customer Due Diligence Policy for BlueRiver Finance 18 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Outsourcing"
POL-000181,ORG-0018,Regulatory Reporting Policy,Data Governance,Admin,1.0,2025-06-23,2025-09-14T19:34:00,2026-07-31,Approved,"Regulatory Reporting Policy for BlueRiver Finance 18 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Incident Management"
POL-000182,ORG-0018,Access Control and Review Policy,Security,Policy Owner,2.0,2024-11-24,2025-01-30T11:18:00,2026-01-28,Approved,"Access Control and Review Policy for BlueRiver Finance 18 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Liquidity Risk"
POL-000183,ORG-0018,Outsourcing Governance Policy,Trading Desk,Data Protection Officer,1.0,2024-01-25,2024-02-17T13:35:00,2025-02-21,Approved,"Outsourcing Governance Policy for BlueRiver Finance 18 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Customer Protection"
POL-000184,ORG-0018,AML Transaction Monitoring Policy,Compliance,Compliance Officer,3.0,2025-06-24,2025-07-28T09:19:00,2026-11-04,Approved,"AML Transaction Monitoring Policy for BlueRiver Finance 18 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,Outsourcing"
POL-000185,ORG-0018,Capital Adequacy Monitoring Policy,Data Governance,Compliance Officer,2.0,2026-01-26,2026-04-14T08:03:00,2027-01-08,Approved,"Capital Adequacy Monitoring Policy for BlueRiver Finance 18 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to FinTech operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Outsourcing"
POL-000186,ORG-0019,Liquidity Risk Monitoring Policy,Operations,Data Protection Officer,1.0,2024-04-11,2024-05-14T11:45:00,2025-03-28,Approved,"Liquidity Risk Monitoring Policy for Veda Payments 19 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Operational Resilience,Customer Protection"
POL-000187,ORG-0019,Disclosure and Investor Communication Policy,Audit,Admin,2.0,2025-10-17,2025-10-28T08:59:00,2026-10-19,Approved,"Disclosure and Investor Communication Policy for Veda Payments 19 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Liquidity Risk,Cybersecurity"
POL-000188,ORG-0019,Model Risk Governance Policy,Compliance,Operations Lead,3.0,2024-09-03,2024-10-05T14:52:00,2025-07-28,Approved,"Model Risk Governance Policy for Veda Payments 19 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,KYC/AML"
POL-000189,ORG-0019,Capital Adequacy Monitoring Policy,Legal,Auditor,2.0,2025-09-05,2025-12-03T18:16:00,2027-01-13,Expired,"Capital Adequacy Monitoring Policy for Veda Payments 19 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Audit & Reporting"
POL-000190,ORG-0019,Outsourcing Governance Policy,Operations,Legal Reviewer,3.0,2025-10-31,2026-01-01T19:00:00,2026-11-11,Pending Review,"Outsourcing Governance Policy for Veda Payments 19 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Trading Risk"
POL-000191,ORG-0019,Business Continuity and Resilience Policy,Trading Desk,Admin,2.0,2024-09-16,2024-09-27T18:44:00,2025-09-22,Approved,"Business Continuity and Resilience Policy for Veda Payments 19 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Customer Protection,Data Privacy"
POL-000192,ORG-0019,Cyber Incident Response Policy,Risk,Risk Manager,2.0,2025-10-14,2025-11-07T10:57:00,2027-01-29,Approved,"Cyber Incident Response Policy for Veda Payments 19 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Outsourcing"
POL-000193,ORG-0019,Trading Limit and Surveillance Policy,Legal,Legal Reviewer,3.0,2026-01-27,2026-05-04T19:59:00,2027-04-19,Approved,"Trading Limit and Surveillance Policy for Veda Payments 19 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Payments operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Trading Risk"
POL-000194,ORG-0020,Liquidity Risk Monitoring Policy,Legal,Compliance Officer,2.0,2025-06-14,2025-08-23T15:06:00,2026-04-08,Approved,"Liquidity Risk Monitoring Policy for Aarohan Insurance 20 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Data Privacy"
POL-000195,ORG-0020,Regulatory Reporting Policy,Risk,Security Officer,1.0,2024-09-04,2024-12-01T13:28:00,2025-12-07,Approved,"Regulatory Reporting Policy for Aarohan Insurance 20 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Risk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,KYC/AML"
POL-000196,ORG-0020,Third Party Risk Management Policy,Operations,Operations Lead,5.0,2024-08-03,2024-08-18T17:00:00,2025-06-08,Approved,"Third Party Risk Management Policy for Aarohan Insurance 20 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Trading Risk,Data Privacy"
POL-000197,ORG-0020,AML Transaction Monitoring Policy,Trading Desk,Compliance Officer,3.0,2024-07-24,2024-09-22T14:09:00,2025-07-03,Approved,"AML Transaction Monitoring Policy for Aarohan Insurance 20 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Operational Resilience,Data Privacy"
POL-000198,ORG-0020,Access Control and Review Policy,Data Governance,Data Protection Officer,2.0,2025-11-04,2025-11-17T15:04:00,2027-03-04,Approved,"Access Control and Review Policy for Aarohan Insurance 20 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Data Governance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Trading Risk"
POL-000199,ORG-0020,Capital Adequacy Monitoring Policy,Legal,ML Reviewer,5.0,2024-05-26,2024-07-15T08:07:00,2025-08-14,Approved,"Capital Adequacy Monitoring Policy for Aarohan Insurance 20 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Legal team. Controls must be reviewed, documented, and approved according to internal governance standards.","Outsourcing,Liquidity Risk"
POL-000200,ORG-0020,Data Retention and Privacy Policy,Audit,Policy Owner,1.0,2026-01-07,2026-04-19T13:23:00,2026-10-13,Approved,"Data Retention and Privacy Policy for Aarohan Insurance 20 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Incident Management"
POL-000201,ORG-0020,Model Risk Governance Policy,Compliance,Compliance Officer,2.0,2025-01-25,2025-04-17T08:52:00,2026-01-29,Approved,"Model Risk Governance Policy for Aarohan Insurance 20 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Compliance team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Operational Resilience"
POL-000202,ORG-0020,Business Continuity and Resilience Policy,Audit,Risk Manager,1.0,2025-07-12,2025-07-24T18:52:00,2026-08-07,Expired,"Business Continuity and Resilience Policy for Aarohan Insurance 20 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Disclosure"
POL-000203,ORG-0020,Outsourcing Governance Policy,Audit,Data Protection Officer,3.0,2025-01-31,2025-05-16T11:43:00,2026-03-02,Approved,"Outsourcing Governance Policy for Aarohan Insurance 20 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to Mutual Funds operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Capital Adequacy,Incident Management"
POL-000204,ORG-0021,Customer Complaint Handling Policy,Security,Operations Lead,4.0,2024-06-13,2024-09-25T08:27:00,2025-10-02,Approved,"Customer Complaint Handling Policy for Aarohan Holdings 21 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","KYC/AML,Customer Protection"
POL-000205,ORG-0021,Cyber Incident Response Policy,IT,Security Officer,4.0,2024-08-20,2024-09-15T18:22:00,2025-07-09,Expired,"Cyber Incident Response Policy for Aarohan Holdings 21 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Disclosure,Liquidity Risk"
POL-000206,ORG-0021,Disclosure and Investor Communication Policy,Trading Desk,Security Officer,4.0,2025-03-30,2025-06-07T13:21:00,2026-03-18,Approved,"Disclosure and Investor Communication Policy for Aarohan Holdings 21 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Trading Desk team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Outsourcing"
POL-000207,ORG-0021,Outsourcing Governance Policy,Operations,Auditor,2.0,2024-08-10,2024-10-31T11:55:00,2025-11-09,Approved,"Outsourcing Governance Policy for Aarohan Holdings 21 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Operations team. Controls must be reviewed, documented, and approved according to internal governance standards.","Audit & Reporting,Capital Adequacy"
POL-000208,ORG-0021,Trading Limit and Surveillance Policy,IT,Operations Lead,4.0,2025-02-22,2025-05-25T12:13:00,2026-02-27,Approved,"Trading Limit and Surveillance Policy for Aarohan Holdings 21 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Cybersecurity,Outsourcing"
POL-000209,ORG-0021,Data Retention and Privacy Policy,Security,Security Officer,4.0,2025-09-30,2025-10-16T11:13:00,2026-09-21,Approved,"Data Retention and Privacy Policy for Aarohan Holdings 21 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Security team. Controls must be reviewed, documented, and approved according to internal governance standards.","Data Privacy,Incident Management"
POL-000210,ORG-0021,Liquidity Risk Monitoring Policy,IT,Policy Owner,4.0,2025-03-18,2025-05-23T08:44:00,2026-02-03,Approved,"Liquidity Risk Monitoring Policy for Aarohan Holdings 21 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the IT team. Controls must be reviewed, documented, and approved according to internal governance standards.","Incident Management,Data Privacy"
POL-000211,ORG-0021,Third Party Risk Management Policy,Audit,Security Officer,3.0,2024-06-08,2024-08-30T11:09:00,2025-06-18,Approved,"Third Party Risk Management Policy for Aarohan Holdings 21 defines ownership, review cadence, exception handling, evidence retention, and escalation steps. The policy applies to NBFC operations and is maintained by the Audit team. Controls must be reviewed, documented, and approved according to internal governance standards.","Operational Resilience,Data Privacy"
